timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2021-02-23,IONQ.US,call,12.0,2021-03-16,buy,0.4684,500,0.0,2021-02-23
2021-02-25,IONQ.US,call,12.0,2021-03-16,close,1.4675,500,49954.8839,2021-02-23
2021-03-02,MU.US,call,91.0,2021-03-23,buy,4.7176,146,0.0,2021-03-02
2021-03-04,MU.US,call,91.0,2021-03-23,close,1.7154,146,-43831.0389,2021-03-02
2021-03-18,MU.US,call,90.0,2021-04-08,buy,5.0037,71,0.0,2021-03-18
2021-03-19,AVGO.US,call,47.0,2021-04-09,buy,2.3782,187,0.0,2021-03-19
2021-03-24,MU.US,call,90.0,2021-04-08,close,1.6718,71,-23656.5938,2021-03-18
2021-03-25,AVGO.US,call,47.0,2021-04-09,close,1.4048,187,-18202.3833,2021-03-19
2021-05-24,MU.US,call,83.0,2021-06-14,buy,3.2174,103,0.0,2021-05-24
2021-05-26,MU.US,call,83.0,2021-06-14,close,2.6622,103,-5717.9705,2021-05-24
