final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1013959.81,0.01396,0.007214,-0.045155,0.1645,0.1598,0.0537,12,0.3333,2.4399
