timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-10-08,SMCI.US,call,45.0,2024-10-29,buy,4.4637,187,0.0,2024-10-08
2024-10-15,SMCI.US,call,45.0,2024-10-29,close,4.4452,187,-345.6725,2024-10-08
2025-02-25,SMCI.US,call,46.0,2025-03-18,buy,5.0093,177,0.0,2025-02-25
2025-03-03,SMCI.US,call,46.0,2025-03-18,close,1.269,177,-66202.8275,2025-02-25
2025-09-12,SMCI.US,call,45.0,2025-10-03,buy,3.1647,155,0.0,2025-09-12
2025-09-16,SMCI.US,call,45.0,2025-10-03,close,2.7475,155,-6467.4519,2025-09-12
2025-09-19,SMCI.US,call,46.0,2025-10-10,buy,1.7821,144,0.0,2025-09-19
2025-09-25,SMCI.US,call,46.0,2025-10-10,close,1.6235,144,-2283.3414,2025-09-19
2025-09-30,SMCI.US,call,48.0,2025-10-21,buy,1.8731,131,0.0,2025-09-30
2025-10-09,SMCI.US,call,48.0,2025-10-21,close,10.0797,131,107506.8255,2025-09-30
2026-02-05,SMCI.US,call,31.0,2026-02-26,buy,1.9556,235,0.0,2026-02-05
2026-02-10,SMCI.US,call,31.0,2026-02-26,close,3.4235,235,34494.671,2026-02-05
2026-06-05,SMCI.US,call,42.0,2026-06-26,buy,3.9918,232,0.0,2026-06-05
2026-06-08,SMCI.US,call,42.0,2026-06-26,close,5.0003,232,23395.4325,2026-06-05
