final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1695935.3908432226,0.6959353908432226,0.08466028563909611,-0.3601052535102024,0.446065723662057,0.2351,0.4187,0.504950495049505,1.2143,1.2386,7,3.8,202,16.752364,-16.056429,-1.0038
