trade_date,open,high,low,close,volume
2026-05-01,415.0899963378906,423.1700134277344,413.2799987792969,421.2799987792969,11882600
2026-05-04,418.2200012207031,423.8299865722656,409.5299987792969,416.5,15140400
2026-05-05,421.6600036621094,433.3900146484375,419.3500061035156,427.3599853515625,21175200
2026-05-06,435.55999755859375,437.67999267578125,417.7799987792969,425.44000244140625,20707000
2026-05-07,421.82000732421875,426.489990234375,406.29998779296875,412.55999755859375,22791700
2026-05-08,419.79998779296875,435.0,414.0,430.0,22561400
2026-05-11,427.6199951171875,433.6499938964844,425.04998779296875,428.42999267578125,16825500
2026-05-12,423.42999267578125,429.3399963378906,408.4100036621094,419.29998779296875,19004300
2026-05-13,415.80999755859375,418.6300048828125,404.79998779296875,416.7900085449219,16981200
2026-05-14,416.7300109863281,442.3599853515625,415.5899963378906,439.7900085449219,19733800
2026-05-15,432.80999755859375,432.80999755859375,419.79998779296875,425.19000244140625,18957100
2026-05-18,421.4100036621094,422.010009765625,414.3699951171875,420.7099914550781,17863300
2026-05-19,409.82000732421875,417.95001220703125,405.8599853515625,411.07000732421875,20652100
2026-05-20,412.80999755859375,424.1700134277344,411.4200134277344,417.760009765625,16312600
2026-05-21,413.54998779296875,422.25,410.5,414.57000732421875,16865300
2026-05-22,417.489990234375,419.989990234375,410.2099914550781,414.1400146484375,14086400
2026-05-26,418.5,435.30999755859375,417.0,422.010009765625,22562900
2026-05-27,425.07000732421875,432.79998779296875,416.489990234375,421.8599853515625,17601000
2026-05-28,421.1400146484375,429.67999267578125,414.010009765625,426.5799865722656,17855600
2026-05-29,432.95001220703125,448.8999938964844,431.4700012207031,446.7699890136719,41798400
2026-06-01,450.0899963378906,466.04998779296875,442.2200012207031,459.9700012207031,30586000
2026-06-02,488.7900085449219,488.82000732421875,470.4599914550781,481.57000732421875,38306700
2026-06-03,494.7799987792969,495.0,472.6400146484375,479.2300109863281,50126400
2026-06-04,408.989990234375,426.4800109863281,403.010009765625,418.9100036621094,80979400
2026-06-05,407.6099853515625,410.5,385.5899963378906,385.7300109863281,51146100
2026-06-08,402.6199951171875,402.8399963378906,391.3500061035156,396.6000061035156,37099000
2026-06-09,401.6099853515625,407.8699951171875,370.3299865722656,392.1600036621094,37026900
2026-06-10,381.5,385.80999755859375,371.1700134277344,372.1000061035156,38193500
2026-06-11,372.82000732421875,389.5,370.54998779296875,385.57000732421875,35187600
2026-06-12,383.7200012207031,384.9800109863281,377.0,382.07000732421875,27600900
2026-06-15,395.510009765625,396.20001220703125,388.6000061035156,393.94000244140625,32394200
2026-06-16,390.2099914550781,391.7900085449219,376.4599914550781,376.7099914550781,31573700
2026-06-17,388.7099914550781,400.6499938964844,382.6499938964844,392.8999938964844,40005500
2026-06-18,409.5799865722656,412.70001220703125,405.3800048828125,411.3500061035156,45076100
2026-06-22,413.6600036621094,414.6400146484375,391.9100036621094,392.1300048828125,26403700
2026-06-23,377.8699951171875,391.0199890136719,376.6600036621094,380.1499938964844,33122200
2026-06-24,386.6199951171875,388.739990234375,376.9599914550781,382.07000732421875,29938700
2026-06-25,386.5799865722656,388.79998779296875,372.70001220703125,378.9100036621094,23353700
2026-06-26,370.45001220703125,373.69000244140625,363.8299865722656,365.0199890136719,34839300
2026-06-29,373.6199951171875,376.2099914550781,360.4599914550781,372.45001220703125,24285200
2026-06-30,374.7900085449219,379.6199951171875,370.6400146484375,377.75,28517400
2026-07-01,371.8699951171875,373.75,368.0299987792969,369.3399963378906,23712600
2026-07-02,365.7300109863281,374.0,356.42999267578125,360.45001220703125,26749500
2026-07-06,373.6099853515625,383.1600036621094,371.17999267578125,373.8999938964844,24544000
2026-07-07,366.55999755859375,372.9599914550781,362.010009765625,370.7799987792969,24116700
2026-07-08,377.5199890136719,395.0899963378906,376.8900146484375,388.69000244140625,31624100
2026-07-09,402.19000244140625,407.5199890136719,387.92999267578125,401.1099853515625,28074000
2026-07-10,398.5,402.44000244140625,395.70001220703125,399.9700012207031,14582400
