final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
956114.72,-0.043885,-0.023001,-0.043885,-1.138,-0.5241,-0.1455,4,0.0,0.0
