final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1965250.2438983093,0.9652502438983093,0.42246737077237184,-0.13240210036762182,1.8572710630817346,3.1908,1.6459,0.6161616161616161,1.6338,2.6227,3,13.9,99,4.251131,-3.28588,-1.2581
