timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2024-08-20,TSLA.US,buy,221.1705,2260.69,signal,0.0,0,0.0
2024-08-22,TSLA.US,sell,220.3298,2260.69,signal,-1900.6641,1,-0.38
2024-08-20,SPY.US,buy,558.4491,895.34,signal,0.0,0,0.0
2024-08-23,SPY.US,sell,559.9899,895.34,signal,1379.5548,3,0.28
2024-08-26,IONQ.US,buy,7.584,65894.0,signal,0.0,0,0.0
2024-08-27,IONQ.US,sell,7.2664,65894.0,signal,-20929.6025,0,-4.19
2024-09-06,APLD.US,buy,4.6073,53097.73,signal,0.0,0,0.0
2024-09-06,APLD.US,sell,4.6141,53097.73,signal,360.4829,0,0.15
2024-09-09,TSLA.US,buy,215.7078,1134.53,signal,0.0,0,0.0
2024-09-09,TSLA.US,sell,217.6111,1134.53,signal,2159.3908,0,0.88
2024-09-18,ARM.US,buy,140.2682,3496.31,signal,0.0,0,0.0
2024-09-20,ARM.US,sell,139.5602,3496.31,signal,-2475.4365,2,-0.5
2024-09-20,IONQ.US,buy,7.994,61053.5,signal,0.0,0,0.0
2024-09-25,IONQ.US,sell,7.946,61053.5,signal,-2928.7341,5,-0.6
2024-09-26,TSLA.US,buy,254.4171,1906.84,signal,0.0,0,0.0
2024-09-30,TSLA.US,sell,259.5002,1906.84,signal,9692.5661,3,2.0
2024-09-17,SPY.US,buy,563.0214,871.25,signal,0.0,0,0.0
2024-09-30,SPY.US,sell,570.7545,871.25,signal,6737.4615,13,1.37
2024-09-30,TSLA.US,buy,259.8299,955.51,signal,0.0,0,0.0
2024-10-01,TSLA.US,sell,250.0082,955.51,signal,-9384.6638,0,-3.78
2024-10-02,IONQ.US,buy,8.7344,56255.4,signal,0.0,0,0.0
2024-10-03,IONQ.US,sell,9.1104,56255.4,signal,21156.4031,0,4.31
2024-10-08,IONQ.US,buy,9.3997,26699.44,signal,0.0,0,0.0
2024-10-09,IONQ.US,sell,9.5852,26699.44,signal,4952.9382,0,1.97
2024-10-09,IONQ.US,buy,9.375,53803.8,signal,0.0,0,0.0
2024-10-10,IONQ.US,sell,9.3903,53803.8,signal,824.1405,0,0.16
2024-10-16,ARM.US,buy,154.5022,1633.7,signal,0.0,0,0.0
2024-10-18,ARM.US,sell,154.2029,1633.7,signal,-489.0592,2,-0.19
2024-10-18,APLD.US,buy,7.8989,31877.85,signal,0.0,0,0.0
2024-10-21,APLD.US,sell,8.5757,31877.85,signal,21573.7316,3,8.57
2024-10-24,IONQ.US,buy,15.6328,32966.83,signal,0.0,0,0.0
2024-10-25,IONQ.US,sell,16.012,32966.83,signal,12500.2953,1,2.43
2024-10-28,IONQ.US,buy,17.6316,29584.04,signal,0.0,0,0.0
2024-11-01,IONQ.US,sell,14.9925,29584.04,signal,-78075.6017,4,-14.97
2024-11-11,SPY.US,buy,599.1794,805.4,signal,0.0,0,0.0
2024-11-14,SPY.US,sell,594.8224,805.4,signal,-3509.1357,3,-0.73
2024-11-19,IONQ.US,buy,27.5037,8741.03,signal,0.0,0,0.0
2024-11-20,IONQ.US,sell,28.051,8741.03,signal,4783.295,1,1.99
2024-11-27,SPY.US,buy,599.6697,805.8,signal,0.0,0,0.0
2024-12-10,SPY.US,sell,604.8173,805.8,signal,4147.9627,13,0.86
2024-12-17,ARM.US,buy,138.7593,1748.67,signal,0.0,0,0.0
2024-12-19,ARM.US,sell,134.6409,1748.67,signal,-7201.8893,2,-2.97
2024-12-19,IONQ.US,buy,37.1536,12964.75,signal,0.0,0,0.0
2024-12-23,IONQ.US,sell,41.5504,12964.75,signal,57004.0598,3,11.83
