timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2022-02-09,MU.US,call,88.0,2022-03-02,buy,4.117,105,0.0,2022-02-09
2022-02-15,AVGO.US,call,60.0,2022-03-08,buy,2.6343,125,0.0,2022-02-15
2022-02-16,MU.US,call,88.0,2022-03-02,close,8.9549,105,50798.0007,2022-02-09
2022-02-18,IONQ.US,call,15.0,2022-03-11,buy,1.3089,500,0.0,2022-02-18
2022-02-18,AVGO.US,call,60.0,2022-03-08,close,1.3305,125,-16297.5755,2022-02-15
2022-02-22,IONQ.US,call,15.0,2022-03-11,close,1.0819,500,-11350.4634,2022-02-18
2022-02-22,MU.US,call,91.0,2022-03-15,buy,4.0276,73,0.0,2022-02-22
2022-02-24,MU.US,call,91.0,2022-03-15,close,3.0948,73,-6809.3432,2022-02-22
2022-02-28,AVGO.US,call,59.0,2022-03-21,buy,2.2006,115,0.0,2022-02-28
2022-03-02,AVGO.US,call,59.0,2022-03-21,close,2.036,115,-1892.6263,2022-02-28
2022-03-24,MU.US,call,78.0,2022-04-14,buy,5.2537,39,0.0,2022-03-24
2022-03-31,HOOD.US,call,14.0,2022-04-21,buy,1.1693,500,0.0,2022-03-31
2022-04-05,MU.US,call,78.0,2022-04-14,close,1.7623,39,-13616.5698,2022-03-24
2022-04-06,HOOD.US,call,14.0,2022-04-21,close,0.507,500,-33114.2745,2022-03-31
