final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1469462.11,0.469462,0.220885,-0.062833,1.5739,3.5154,0.8375,22,0.8182,3.3352
