final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1055412.11,0.055412,0.028359,-0.420526,0.305,0.0674,0.0535,6,0.6667,3.4631
