final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
986894.63,-0.013105,-0.006817,-0.042404,-0.3329,-0.1608,-0.1209,12,0.1667,3.3793
