code,entry_ts,entry_px,dist_poc,dist_val,dist_vwap,ha_green,above_vwap,vol_expand,macd_hist,block_red_flag_on,htf_green,atr_pct,conf,spy_htf_green,exit_ts,exit_px,pnl,hold_bars,y,y_tb,year,sym_TSLA,sym_ARM,sym_MU,sym_SPY,sym_IONQ,sym_APLD
TSLA.US,2025-12-02 10:00:00,429.80999755859375,1.3486969575590917,3.866885839587492,1.0473110928627012,1.0,1.0,1.0,15.267442585927384,0.0,1.0,0.015524447616204883,1.0,1.0,2025-12-03 16:00:00,446.8800048828125,0.03771524027170092,7,1,0,2025,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2025-12-09 10:00:00,445.3948059082031,3.045708818256345,4.240080598803811,4.12284450209455,0.0,1.0,1.0,-30.380187890405622,0.0,1.0,0.014204634241690224,1.0,1.0,2025-12-09 12:00:00,449.7204895019531,0.0077120207428766924,1,1,1,2025,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2025-12-22 10:00:00,487.9649963378906,0.7594084952199627,2.5461035891626587,3.232580302592376,0.0,1.0,1.0,-8.141358345229094,0.0,1.0,0.018894422091977968,1.0,0.0,2025-12-22 12:00:00,494.94000244140625,0.012294070590845864,1,1,1,2025,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-01-15 10:00:00,443.32000732421875,1.6417688424533743,2.46546536882329,-2.829459061046975,0.0,0.0,1.0,-5.3266104321842,0.0,1.0,0.012550355426320573,1.0,0.0,2026-01-15 12:00:00,443.1200866699219,-0.002450962399607291,1,0,0,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-01-23 10:00:00,446.1099853515625,1.3474129995213424,1.8953378391275302,-0.275129400368078,1.0,0.0,1.0,45.813201108299516,0.0,1.0,0.014924183277749465,1.0,0.0,2026-01-23 16:00:00,449.07000732421875,0.004635184303986241,3,1,1,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-02-10 12:00:00,424.93499755859375,0.41580042281822444,3.619395064245683,0.18623286418535473,1.0,1.0,1.0,38.92828212097393,0.0,1.0,0.016150961142260174,1.0,1.0,2026-02-10 16:00:00,425.2200012207031,-0.00132930056656466,2,0,0,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-03-11 12:00:00,407.4100036621094,0.7348858147165329,1.7233013646468787,0.5881156960153379,1.0,1.0,1.0,26.012226260771726,0.0,1.0,0.0191104198256741,1.0,1.0,2026-03-13 16:00:00,391.1700134277344,-0.04186154018899313,10,0,0,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-04-13 12:00:00,353.07501220703125,1.020735441205689,2.819438226338596,-1.3790865287958842,1.0,0.0,0.0,27.989873871845944,0.0,1.0,0.01589697485246621,1.0,1.0,2026-04-13 16:00:00,352.4049987792969,-0.003897651786645027,2,0,0,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-05-14 12:00:00,448.92010498046875,2.1770026380228256,4.864370568549721,4.498115303883078,0.0,1.0,0.0,-0.16302114108555088,0.0,1.0,0.01955316463831282,1.0,0.0,2026-05-14 16:00:00,443.17999267578125,-0.014786489713881744,2,0,0,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-05-26 12:00:00,429.9273986816406,0.3458195608145144,3.4620520751258295,2.147275491094011,1.0,1.0,1.0,30.14819824899921,0.0,1.0,0.01654721906739631,1.0,0.0,2026-05-26 16:00:00,433.56500244140625,0.006460972180233783,2,1,1,2026,1.0,0.0,0.0,0.0,0.0,0.0
TSLA.US,2026-07-06 10:00:00,405.2250061035156,2.5829358911101217,3.5102596850962953,1.6615628004746112,0.0,1.0,1.0,-33.029750586406756,0.0,1.0,0.02394089362800726,1.0,1.0,2026-07-06 12:00:00,416.7099914550781,0.026342242405022365,1,1,1,2026,1.0,0.0,0.0,0.0,0.0,0.0
ARM.US,2024-09-16 16:00:00,138.39999389648438,2.6106263407741745,4.263462618685031,3.1559672207493468,1.0,1.0,0.0,35.06583312928844,0.0,1.0,0.03979234039924373,1.0,1.0,2024-09-19 16:00:00,140.52000427246094,0.013317994721605332,6,1,1,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2024-09-23 16:00:00,141.66000366210938,0.4760402573841637,1.655290183989336,4.022461398435289,1.0,1.0,0.0,3.8950497038158005,0.0,1.0,0.02899404276576845,1.0,1.0,2024-09-24 16:00:00,143.3000030517578,0.009577010781110841,2,1,1,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2024-09-27 12:00:00,145.8000030517578,0.7496966335052941,1.7849993907283281,3.7488284154783136,1.0,1.0,0.0,2.354215666115593,0.0,1.0,0.03167996802636023,1.0,1.0,2024-10-03 12:00:00,138.9499969482422,-0.04898220823139443,8,0,0,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2024-10-15 16:00:00,150.6699981689453,2.489607592052575,2.836981804943971,2.3240075654060477,0.0,1.0,1.0,9.265938785945906,0.0,1.0,0.03593886108119704,1.0,1.0,2024-10-17 16:00:00,154.61000061035156,0.024149880462521534,4,1,1,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2024-10-21 16:00:00,152.3800048828125,0.1042097204753363,1.4051104588315755,2.747180870603615,0.0,1.0,1.0,-10.441669762954042,0.0,1.0,0.027079475930602396,1.0,1.0,2024-10-22 16:00:00,152.5800018310547,-0.0006875118661664441,2,0,0,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2024-12-16 16:00:00,144.94000244140625,0.7649300194493284,1.8511610453583995,1.6208466148683274,0.0,1.0,0.0,11.025289033011575,0.0,1.0,0.03395360868294301,1.0,0.0,2024-12-18 16:00:00,136.60000610351562,-0.05954102523395621,4,0,0,2024,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-01-16 12:00:00,148.35110473632812,0.20179189896957533,2.7079176130668383,0.20034656507594667,1.0,1.0,1.0,21.649509463792562,0.0,1.0,0.030535263998770445,1.0,1.0,2025-01-17 16:00:00,149.17999267578125,0.003587339177058004,3,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-02-06 12:00:00,167.24009704589844,0.5629163416317443,2.235656928315089,1.6318149842884764,1.0,1.0,1.0,15.62805787919244,0.0,1.0,0.04296815855707978,1.0,0.0,2025-02-12 12:00:00,155.6999969482422,-0.07100318943542061,8,0,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-04-30 16:00:00,114.05999755859375,0.7808191445525096,4.003376140861282,0.5108904196448791,1.0,1.0,1.0,19.39109328058546,0.0,1.0,0.03078586391073364,1.0,1.0,2025-05-05 16:00:00,121.93000030517578,0.06699879813287857,6,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-05-07 12:00:00,120.75330352783203,2.7818855391677864,4.2480191036247055,7.133700074923926,1.0,1.0,1.0,16.732901025057842,0.0,1.0,0.02834380611398599,1.0,1.0,2025-05-12 16:00:00,124.80999755859375,0.031594890675820775,7,1,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-05-21 16:00:00,130.22000122070312,3.1995189178590215,3.7090111124331653,4.188577299688242,0.0,1.0,0.0,-24.54831543317644,0.0,1.0,0.032858003560014434,1.0,0.0,2025-05-27 12:00:00,135.33999633789062,0.037318039235077816,5,1,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-06-12 16:00:00,138.50999450683594,2.3962797993850318,4.626074150534501,4.137240058933601,1.0,1.0,0.0,17.048658914771764,0.0,1.0,0.025033496871022735,1.0,1.0,2025-06-16 16:00:00,142.0399932861328,0.023485516708490417,4,1,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-06-20 16:00:00,145.0500030517578,1.4292981594078105,2.8714203642250395,4.308060829178847,1.0,1.0,0.0,8.449018560366497,0.0,1.0,0.025803628229189725,1.0,0.0,2025-06-26 16:00:00,158.13999938964844,0.08824471604609174,8,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-07-22 12:00:00,154.74000549316406,1.3554958947728823,2.2028575506860366,1.3261856226889346,1.0,1.0,1.0,18.435078956422863,0.0,1.0,0.03278200412766551,1.0,1.0,2025-07-23 12:00:00,157.19000244140625,0.013832989926773733,2,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-07-24 12:00:00,160.35000610351562,0.9280142108635646,3.0932823974454937,2.7051761032240633,1.0,1.0,0.0,12.648583293484627,0.0,1.0,0.026135892312673152,1.0,0.0,2025-07-24 16:00:00,159.9698944091797,-0.004370512503071298,1,0,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-07-28 12:00:00,163.9550018310547,1.9172691616472664,3.016944860706669,3.570505176515982,1.0,1.0,1.0,16.951941512255594,0.0,1.0,0.02384062397949824,1.0,1.0,2025-07-31 12:00:00,144.25999450683594,-0.12212446771531382,6,0,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-09-12 16:00:00,150.5500030517578,2.88085825606446,4.9955220291915605,3.6544601535644325,1.0,1.0,0.0,42.819580036730514,0.0,1.0,0.026978672913228065,1.0,1.0,2025-09-16 16:00:00,153.7899932861328,0.019521024036519785,4,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-10-10 12:00:00,158.9600067138672,1.154656246945158,2.1397280696150176,1.6559081889892644,1.0,1.0,1.0,11.644204114094975,0.0,1.0,0.03887679311178992,1.0,1.0,2025-10-15 16:00:00,170.6300048828125,0.0714146809011631,7,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-10-16 12:00:00,170.75010681152344,0.2942974684215231,1.7157271902656026,1.8932367513079813,0.0,1.0,0.0,-0.8481377134920223,0.0,1.0,0.04330036899446742,1.0,0.0,2025-10-20 12:00:00,172.3800048828125,0.007545517140367998,4,1,1,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2025-10-21 12:00:00,172.89999389648438,0.4783507325741655,1.829638898787385,2.3994060161477395,0.0,1.0,0.0,-4.217549724686677,0.0,1.0,0.034797471833781395,1.0,1.0,2025-10-24 12:00:00,172.57000732421875,-0.003908540103611522,6,0,0,2025,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-02-12 16:00:00,122.12999725341797,3.408545915024619,4.920408600276781,4.32566821521841,0.0,1.0,0.0,21.111557739171985,0.0,1.0,0.03679300320762012,1.0,1.0,2026-02-13 12:00:00,126.77999877929688,0.03607419659750111,1,1,1,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-02-20 12:00:00,127.46499633789062,0.5093628679677172,2.7316162645843565,5.619456546915969,0.0,1.0,0.0,-1.4201426292088826,0.0,1.0,0.03270498778401382,1.0,1.0,2026-02-24 16:00:00,128.0399932861328,0.0025110184345666937,5,1,0,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-02-26 12:00:00,127.16000366210938,0.2895014590980707,1.1244651509271701,5.122091605517791,1.0,1.0,1.0,-4.434170290268895,0.0,1.0,0.033205867975588124,1.0,1.0,2026-02-26 16:00:00,129.32000732421875,0.014986502043904839,1,1,1,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-02-27 12:00:00,127.08999633789062,0.029465965068333128,1.2970387267589003,5.4129281761520325,0.0,1.0,1.0,-6.7686123968436505,0.0,1.0,0.03070843867972959,1.0,1.0,2026-03-04 12:00:00,124.11000061035156,-0.02544791732951368,6,0,0,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-03-23 12:00:00,134.02000427246094,1.33336440435191,3.7056024897737228,4.273904868784198,1.0,1.0,1.0,39.29107530431923,0.0,1.0,0.03427928283731746,1.0,0.0,2026-03-31 16:00:00,151.22000122070312,0.12633902701028732,13,1,1,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-04-28 12:00:00,197.72999572753906,2.8740417111178242,3.2575580046641206,1.7217591222301425,0.0,1.0,1.0,6.19063262381286,0.0,1.0,0.06446032864167799,1.0,0.0,2026-04-30 16:00:00,210.27000427246094,0.06141985948455342,5,1,1,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-06-05 12:00:00,352.1099853515625,1.735119821340789,2.9602678691106634,1.9943219916233763,0.0,1.0,1.0,-36.54342972309064,0.0,1.0,0.08261210741246855,1.0,0.0,2026-06-09 12:00:00,306.32000732421875,-0.13204453134615013,4,0,0,2026,0.0,1.0,0.0,0.0,0.0,0.0
ARM.US,2026-06-22 16:00:00,407.82000732421875,2.2231774571152614,4.268314840121657,2.616143046574305,0.0,1.0,0.0,7.919320904619838,0.0,1.0,0.0628711087790357,1.0,0.0,2026-06-25 12:00:00,359.1099853515625,-0.12144000073035055,5,0,0,2026,0.0,1.0,0.0,0.0,0.0,0.0
MU.US,2024-07-31 10:00:00,109.86499786376953,0.4439291286037576,1.0179429965933913,-2.1345681832005616,1.0,0.0,1.0,16.47187711824151,0.0,1.0,0.0263510010666002,1.0,1.0,2024-07-31 12:00:00,109.79499816894531,-0.0026371428224212217,1,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-07-31 16:00:00,109.80000305175781,0.5521719567799477,0.8997872567822779,-2.0461583965778973,1.0,0.0,1.0,42.99680741249149,0.0,1.0,0.024413020038324837,1.0,1.0,2024-08-02 16:00:00,92.69000244140625,-0.15782878082695684,8,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-08-09 10:00:00,92.76000213623047,0.5693176726280793,1.8650229932928657,-2.839779160558028,1.0,0.0,1.0,39.56800627670799,0.0,1.0,0.0276463096630075,1.0,0.0,2024-08-09 12:00:00,93.08499908447266,0.0015036323928161472,1,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-08-19 16:00:00,108.6500015258789,0.3888619163590991,3.1860206211517337,4.045679346789645,0.0,1.0,0.0,12.403276553430715,0.0,1.0,0.017396526816627827,1.0,1.0,2024-08-20 12:00:00,107.37999725341797,-0.013688948500920504,2,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-08-20 16:00:00,108.01000213623047,0.19081219770248914,3.312830983075672,3.760839293262853,0.0,1.0,0.0,-1.9114878377749847,0.0,1.0,0.015905262694102626,1.0,1.0,2024-08-21 14:00:00,107.8499984741211,-0.0034813781959522876,3,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-08-21 16:00:00,108.31999969482422,0.32513459700799335,1.356552019088979,3.860075873104144,0.0,1.0,0.0,-13.044675607920098,0.0,1.0,0.0150318045758298,1.0,1.0,2024-08-23 12:00:00,101.0999984741211,-0.06865436891658439,6,0,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-09-12 10:00:00,87.1449966430664,0.5340480932100283,1.0106156664832067,-3.333844987383437,1.0,0.0,1.0,45.018747771317216,0.0,1.0,0.025831626464056578,1.0,1.0,2024-09-13 12:00:00,90.9563980102539,0.041736318939783246,5,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-09-16 10:00:00,87.84449768066406,0.6163709941950464,1.3091564166385357,-2.1819097839375954,1.0,0.0,1.0,29.474665741895354,0.0,1.0,0.02584729189871539,1.0,1.0,2024-09-17 12:00:00,88.69999694824219,0.007738791730451668,5,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-09-18 12:00:00,87.3499984741211,0.4149251758350072,0.8942021497192489,-2.7933972529640516,0.0,0.0,0.0,-0.3952115921820969,0.0,1.0,0.017078754856822864,1.0,1.0,2024-09-19 14:00:00,90.01000213623047,0.028452246234411227,5,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-09-19 16:00:00,89.2300033569336,0.9471355574841057,1.7576073367196035,-1.1679173843815698,1.0,0.0,1.0,13.860630390625918,0.0,1.0,0.016761969270785194,1.0,1.0,2024-09-23 14:00:00,93.50399780273438,0.045898624733926585,7,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-09-25 12:00:00,95.20500183105469,1.0186838897297654,1.9297655471124981,5.523753107064689,1.0,1.0,1.0,26.230271239801638,0.0,1.0,0.014623086447858055,1.0,1.0,2024-09-27 14:00:00,107.9000015258789,0.1313438312133226,9,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-10-15 14:00:00,104.70999908447266,1.8743544340108849,2.369401602090738,1.6525480800707393,0.0,1.0,0.0,-19.723506280703056,0.0,1.0,0.017686415913553567,1.0,1.0,2024-10-15 16:00:00,104.33999633789062,-0.005533595165859382,1,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-10-18 14:00:00,110.63999938964844,0.9616813891373134,4.338453237174277,3.5000940940773915,0.0,1.0,0.0,4.349650235872787,0.0,1.0,0.016520611508310114,1.0,1.0,2024-10-21 16:00:00,109.0999984741211,-0.015919024982129826,5,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-11-08 12:00:00,112.73500061035156,0.7007132445159674,3.4969546553306077,5.542527266458577,0.0,1.0,1.0,44.56105932949431,0.0,1.0,0.014208480537007536,1.0,1.0,2024-11-12 12:00:00,102.98999786376953,-0.0884416791042908,8,0,0,2024,0.0,0.0,1.0,0.0,0.0,0.0
MU.US,2024-12-03 16:00:00,99.87000274658203,0.8568030526978768,1.8630453508612976,-1.146387921015279,1.0,0.0,0.0,10.706506295192256,0.0,1.0,0.01809073375928633,1.0,1.0,2024-12-04 12:00:00,101.4000015258789,0.0133199032464153,2,1,1,2024,0.0,0.0,1.0,0.0,0.0,0.0
