final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
968768.99,-0.031231,-0.016318,-0.039531,-0.9704,-0.4128,-0.2252,10,0.2,0.9243
