final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
755189.39,-0.244811,-0.135491,-0.318677,-0.7706,-0.4252,-0.1693,8,0.25,0.0696
