timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-18,TSLA.US,call,250.0,2024-09-28,buy,1.7119,244,0.0,2024-09-18
2024-09-25,TSLA.US,call,250.0,2024-09-28,close,9.4754,244,189428.9171,2024-09-18
2024-11-15,TSLA.US,call,353.0,2024-11-25,buy,8.0997,126,0.0,2024-11-15
2024-11-19,TSLA.US,call,353.0,2024-11-25,close,13.0503,126,62378.2077,2024-11-15
2025-03-31,TSLA.US,call,285.0,2025-04-10,buy,5.8941,79,0.0,2025-03-31
2025-04-07,TSLA.US,call,285.0,2025-04-10,close,0.0674,79,-46030.5794,2025-03-31
2025-05-30,TSLA.US,call,381.0,2025-06-09,buy,2.7911,110,0.0,2025-05-30
2025-06-02,TSLA.US,call,381.0,2025-06-09,close,1.1819,110,-17700.6332,2025-05-30
2025-09-26,TSLA.US,call,484.0,2025-10-06,buy,1.7881,34,0.0,2025-09-26
2025-09-29,TSLA.US,call,484.0,2025-10-06,close,1.0411,34,-2539.9491,2025-09-26
