final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1078930.21,0.07893,0.040178,-0.027433,0.7457,1.4646,0.5313,16,0.5,6.5714
