timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-10-31,CRM.US,call,291.0,2024-11-30,buy,7.8212,27,0.0,2024-10-31
2024-11-01,CRM.US,call,291.0,2024-11-30,close,9.6859,27,5034.6065,2024-10-31
2025-05-14,CRM.US,call,291.0,2025-06-13,buy,16.4669,26,0.0,2025-05-14
2025-05-15,CRM.US,call,291.0,2025-06-13,close,16.1897,26,-720.7045,2025-05-14
2025-09-02,CRM.US,call,253.0,2025-10-02,buy,8.3326,23,0.0,2025-09-02
2025-09-04,CRM.US,call,253.0,2025-10-02,close,4.9835,23,-7702.9544,2025-09-02
2026-04-22,CRM.US,call,190.0,2026-05-22,buy,8.9206,18,0.0,2026-04-22
2026-04-23,CRM.US,call,190.0,2026-05-22,close,3.737,18,-9330.3965,2026-04-22
2026-05-07,CRM.US,call,186.0,2026-06-06,buy,10.3954,11,0.0,2026-05-07
2026-05-12,CRM.US,call,186.0,2026-06-06,close,3.3032,11,-7801.4566,2026-05-07
