timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-11-26,RKLB.US,call,25.0,2024-12-26,buy,3.1715,285,0.0,2024-11-26
2024-11-29,RKLB.US,call,25.0,2024-12-26,close,4.0418,285,24803.5125,2024-11-26
2024-12-02,RKLB.US,call,24.0,2025-01-01,buy,3.0057,244,0.0,2024-12-02
2024-12-03,RKLB.US,call,24.0,2025-01-01,close,2.3926,244,-14961.0934,2024-12-02
2025-04-10,RKLB.US,call,20.0,2025-05-10,buy,2.1316,164,0.0,2025-04-10
2025-04-11,RKLB.US,call,20.0,2025-05-10,close,2.0818,164,-816.2949,2025-04-10
2025-04-23,RKLB.US,call,20.0,2025-05-23,buy,2.3649,198,0.0,2025-04-23
2025-04-29,RKLB.US,call,20.0,2025-05-23,close,3.493,198,22336.2324,2025-04-23
2025-09-16,RKLB.US,call,47.0,2025-10-16,buy,4.5876,143,0.0,2025-09-16
2025-09-18,RKLB.US,call,47.0,2025-10-16,close,4.4087,143,-2558.1636,2025-09-16
2025-09-24,RKLB.US,call,49.0,2025-10-24,buy,4.7866,140,0.0,2025-09-24
2025-09-26,RKLB.US,call,49.0,2025-10-24,close,3.4492,140,-18722.8937,2025-09-24
2025-12-17,RKLB.US,call,54.0,2026-01-16,buy,5.6514,68,0.0,2025-12-17
2025-12-24,RKLB.US,call,54.0,2026-01-16,close,23.914,68,124185.7338,2025-12-17
2025-12-30,RKLB.US,call,70.0,2026-01-29,buy,8.3097,96,0.0,2025-12-30
2026-01-07,RKLB.US,call,70.0,2026-01-29,close,16.4983,96,78610.5073,2025-12-30
2026-03-06,RKLB.US,call,70.0,2026-04-05,buy,7.2645,61,0.0,2026-03-06
2026-03-16,RKLB.US,call,70.0,2026-04-05,close,6.1787,61,-6623.7079,2026-03-06
2026-03-19,RKLB.US,call,72.0,2026-04-18,buy,6.8663,94,0.0,2026-03-19
2026-03-24,RKLB.US,call,72.0,2026-04-18,close,2.977,94,-36558.6397,2026-03-19
2026-05-29,RKLB.US,call,143.0,2026-06-28,buy,19.579,27,0.0,2026-05-29
2026-06-01,RKLB.US,call,143.0,2026-06-28,close,9.924,27,-26068.4624,2026-05-29
