final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2190707.01934591,1.19070701934591,0.5053712402105894,-0.26994658825285966,1.5320616945248096,1.8721,0.5469,0.7083333333333334,1.9778,4.8033,3,7.0,24,5.639659,-4.448952,-1.0533
