final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2164599.836734161,1.1645998367341606,0.49598724272115335,-0.10770676940728942,2.0622426609769735,4.605,1.9778,0.5864661654135338,1.7216,2.4416,5,12.7,133,4.251131,-3.086531,-1.1722
