final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1024751.17,0.024751,0.012758,-0.106707,0.1686,0.1196,0.0615,16,0.25,4.5864
