timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-18,TSLA.US,call,227.0,2024-10-09,buy,12.4166,69,0.0,2024-09-18
2024-09-25,TSLA.US,call,227.0,2024-10-09,close,32.1147,69,135917.1962,2024-09-18
2024-11-15,TSLA.US,call,321.0,2024-12-06,buy,28.0772,35,0.0,2024-11-15
2024-11-19,TSLA.US,call,321.0,2024-12-06,close,40.819,35,44596.3866,2024-11-15
2025-03-31,TSLA.US,call,259.0,2025-04-21,buy,21.666,24,0.0,2025-03-31
2025-04-07,TSLA.US,call,259.0,2025-04-21,close,8.0625,24,-32648.329,2025-03-31
2025-05-30,TSLA.US,call,346.0,2025-06-20,buy,19.3509,41,0.0,2025-05-30
2025-06-02,TSLA.US,call,346.0,2025-06-20,close,16.0288,41,-13620.4011,2025-05-30
2025-09-26,TSLA.US,call,440.0,2025-10-17,buy,19.903,18,0.0,2025-09-26
2025-09-29,TSLA.US,call,440.0,2025-10-17,close,19.7152,18,-338.0427,2025-09-26
2025-10-02,TSLA.US,call,436.0,2025-10-23,buy,20.4354,27,0.0,2025-10-02
2025-10-03,TSLA.US,call,436.0,2025-10-23,close,16.846,27,-9691.5714,2025-10-02
