trade_date,open,high,low,close,volume
2024-07-15 09:30:00,496.6300048828125,498.4200134277344,495.9200134277344,498.30999755859375,5963531
2024-07-15 10:30:00,498.30499267578125,501.010009765625,498.239990234375,499.5199890136719,4081853
2024-07-15 11:30:00,499.489990234375,499.7900085449219,496.3900146484375,497.8500061035156,5170886
2024-07-15 12:30:00,497.82000732421875,498.3822021484375,496.0199890136719,496.489990234375,3535039
2024-07-15 13:30:00,496.3999938964844,496.5299987792969,495.0799865722656,496.3699951171875,3387414
2024-07-15 14:30:00,496.3699951171875,497.3599853515625,495.872802734375,496.8550109863281,3144541
2024-07-15 15:30:00,496.8819885253906,497.2200012207031,494.0899963378906,496.1600036621094,4356960
2024-07-16 09:30:00,497.69000244140625,498.44000244140625,493.6400146484375,494.5299987792969,6627075
2024-07-16 10:30:00,494.5199890136719,496.5799865722656,494.2200012207031,495.3599853515625,2890813
2024-07-16 11:30:00,495.3699951171875,495.7900085449219,493.29998779296875,493.67999267578125,3494427
2024-07-16 12:30:00,493.6789855957031,495.1600036621094,493.1499938964844,494.260009765625,2639920
2024-07-16 13:30:00,494.2699890136719,495.08990478515625,493.6600036621094,494.7950134277344,2459031
2024-07-16 14:30:00,494.7699890136719,496.20001220703125,494.6600036621094,495.8599853515625,3036825
2024-07-16 15:30:00,495.8599853515625,496.69000244140625,495.4700012207031,496.3900146484375,2959518
2024-07-17 09:30:00,488.239990234375,488.79840087890625,484.3699951171875,485.1499938964844,14917498
2024-07-17 10:30:00,485.1300048828125,486.3399963378906,484.32000732421875,485.1600036621094,5546915
2024-07-17 11:30:00,485.1600036621094,485.260009765625,482.6400146484375,482.8599853515625,5999503
2024-07-17 12:30:00,482.8500061035156,483.6600036621094,482.2099914550781,483.1300048828125,5992970
2024-07-17 13:30:00,483.1000061035156,484.0400085449219,482.3299865722656,483.42999267578125,3585331
2024-07-17 14:30:00,483.4194030761719,483.80999755859375,481.94000244140625,483.3399963378906,6515179
2024-07-17 15:30:00,483.3299865722656,483.739990234375,481.70001220703125,481.79998779296875,7663967
2024-07-18 09:30:00,485.489990234375,485.70001220703125,482.560302734375,483.2380065917969,8984476
2024-07-18 10:30:00,483.2200012207031,483.2200012207031,477.614990234375,477.760009765625,8913121
2024-07-18 11:30:00,477.7300109863281,478.71990966796875,476.5799865722656,478.0299987792969,6302793
2024-07-18 12:30:00,478.0299987792969,480.7605895996094,477.7300109863281,479.7200012207031,4444222
2024-07-18 13:30:00,479.7300109863281,480.45001220703125,478.260009765625,478.4798889160156,4687425
2024-07-18 14:30:00,478.4150085449219,478.9599914550781,476.2799987792969,477.82000732421875,5968842
2024-07-18 15:30:00,477.80999755859375,481.1199951171875,477.5400085449219,479.5299987792969,5964428
2024-07-19 09:30:00,479.0299987792969,481.67999267578125,477.4599914550781,477.5199890136719,9585626
2024-07-19 10:30:00,477.54998779296875,479.2799987792969,476.10101318359375,476.197998046875,5310964
2024-07-19 11:30:00,476.239990234375,478.0899963378906,475.19000244140625,476.20001220703125,5188173
2024-07-19 12:30:00,476.20001220703125,476.375,473.94000244140625,474.8500061035156,4126465
2024-07-19 13:30:00,474.80999755859375,476.1600036621094,474.1700134277344,474.9065856933594,3529291
2024-07-19 14:30:00,474.9700012207031,477.06988525390625,474.3399963378906,476.6499938964844,5218356
2024-07-19 15:30:00,476.6400146484375,476.7200012207031,474.6499938964844,475.239990234375,5164444
2024-07-22 09:30:00,481.1199951171875,482.8599853515625,479.44000244140625,481.3349914550781,10726957
2024-07-22 10:30:00,481.3699951171875,482.69000244140625,478.20001220703125,478.4200134277344,7955900
2024-07-22 11:30:00,478.4200134277344,480.04998779296875,477.760009765625,479.6900939941406,3403968
2024-07-22 12:30:00,479.6700134277344,482.1264953613281,479.42999267578125,481.8200988769531,2238202
2024-07-22 13:30:00,481.8399963378906,483.3500061035156,481.7799987792969,482.82830810546875,2712930
2024-07-22 14:30:00,482.80999755859375,483.28009033203125,481.80999755859375,482.20001220703125,3204446
2024-07-22 15:30:00,482.20001220703125,483.1050109863281,481.864990234375,482.3299865722656,5005971
2024-07-23 09:30:00,481.4100036621094,483.55999755859375,480.8717041015625,482.8800048828125,6031924
2024-07-23 10:30:00,482.8800048828125,484.42999267578125,480.70001220703125,483.92999267578125,3711012
2024-07-23 11:30:00,483.95001220703125,484.1606140136719,480.9549865722656,481.6099853515625,2842446
2024-07-23 12:30:00,481.57000732421875,481.92999267578125,480.4599914550781,481.55999755859375,2339427
2024-07-23 13:30:00,481.4750061035156,482.3800048828125,481.1000061035156,481.5,2105909
2024-07-23 14:30:00,481.54998779296875,482.3299865722656,481.40850830078125,482.1650085449219,1492618
2024-07-23 15:30:00,482.1300048828125,482.1300048828125,480.1499938964844,480.6300048828125,2576229
2024-07-24 09:30:00,473.80999755859375,474.19000244140625,469.7300109863281,470.2200012207031,11697872
2024-07-24 10:30:00,470.2099914550781,470.489990234375,467.41009521484375,468.0299987792969,5852584
2024-07-24 11:30:00,468.0299987792969,468.5,466.239990234375,466.4931945800781,5534650
2024-07-24 12:30:00,466.4599914550781,467.6499938964844,465.90008544921875,466.8500061035156,6156775
2024-07-24 13:30:00,466.8699951171875,467.5199890136719,465.3500061035156,465.4599914550781,4786184
2024-07-24 14:30:00,465.4849853515625,465.7099914550781,463.5799865722656,463.7200012207031,7071808
2024-07-24 15:30:00,463.7300109863281,465.8550109863281,462.510009765625,463.3299865722656,11373177
2024-07-25 09:30:00,463.7200012207031,463.95001220703125,455.6300048828125,460.3599853515625,19282687
2024-07-25 10:30:00,460.3699951171875,465.239990234375,459.5,463.39801025390625,9266908
2024-07-25 11:30:00,463.3900146484375,467.0799865722656,461.9800109863281,466.7250061035156,5445543
2024-07-25 12:30:00,466.8299865722656,467.92999267578125,464.4700012207031,464.9198913574219,5006365
2024-07-25 13:30:00,464.9599914550781,465.82000732421875,463.1199951171875,463.875,3996479
2024-07-25 14:30:00,463.8599853515625,464.4100036621094,461.1700134277344,463.7300109863281,4651697
2024-07-25 15:30:00,463.69000244140625,463.8999938964844,458.04998779296875,458.25,7536069
2024-07-26 09:30:00,462.6700134277344,463.3699951171875,459.8599853515625,462.0150146484375,9993778
2024-07-26 10:30:00,462.07000732421875,462.6300048828125,459.7799987792969,461.3900146484375,5383492
2024-07-26 11:30:00,461.3800048828125,464.760009765625,461.1600036621094,464.3500061035156,5848315
2024-07-26 12:30:00,464.3699951171875,465.92010498046875,464.29998779296875,465.739990234375,4227256
2024-07-26 13:30:00,465.75,465.8500061035156,462.3999938964844,463.052001953125,5449703
2024-07-26 14:30:00,463.0820007324219,463.54998779296875,461.2900085449219,463.1700134277344,3421019
2024-07-26 15:30:00,463.1700134277344,463.3299865722656,461.2699890136719,463.0,4055265
2024-07-29 09:30:00,465.0,467.9100036621094,464.2099914550781,465.9150085449219,7557183
2024-07-29 10:30:00,465.94000244140625,466.6000061035156,462.4360046386719,463.3900146484375,3756230
2024-07-29 11:30:00,463.3299865722656,466.9800109863281,461.614990234375,466.0899963378906,4924655
2024-07-29 12:30:00,466.0920104980469,467.19500732421875,465.04998779296875,465.05999755859375,2233584
2024-07-29 13:30:00,465.07000732421875,466.010009765625,463.95001220703125,464.1199951171875,2685486
2024-07-29 14:30:00,464.090087890625,464.8599853515625,463.2900085449219,464.6199951171875,2470917
2024-07-29 15:30:00,464.6199951171875,465.2349853515625,463.5799865722656,463.8399963378906,2970788
2024-07-30 09:30:00,465.8500061035156,466.5610046386719,462.739990234375,462.8800964355469,5645367
2024-07-30 10:30:00,462.8999938964844,463.1650085449219,458.3399963378906,459.489990234375,5819498
2024-07-30 11:30:00,459.3999938964844,459.72900390625,456.67999267578125,457.3699951171875,4197339
2024-07-30 12:30:00,457.32501220703125,457.6600036621094,454.1499938964844,456.70001220703125,4713091
2024-07-30 13:30:00,456.7059020996094,458.8999938964844,456.239990234375,458.2001037597656,3548430
2024-07-30 14:30:00,458.2098083496094,458.7200012207031,456.69000244140625,457.3398132324219,4662133
2024-07-30 15:30:00,457.3299865722656,459.239990234375,456.55010986328125,457.3800048828125,5731060
2024-07-31 09:30:00,467.9200134277344,470.2900085449219,466.4100036621094,469.57000732421875,13745346
2024-07-31 10:30:00,469.5799865722656,470.8299865722656,468.8500061035156,470.739990234375,4355271
2024-07-31 11:30:00,470.7200012207031,471.3599853515625,469.5,469.7799987792969,3302190
2024-07-31 12:30:00,469.7099914550781,470.5198974609375,469.1000061035156,469.57989501953125,1987246
2024-07-31 13:30:00,469.54998779296875,470.6300048828125,467.3035888671875,470.389892578125,3892615
2024-07-31 14:30:00,470.42498779296875,472.7900085449219,469.0450134277344,469.5,6665670
2024-07-31 15:30:00,469.55999755859375,472.3799133300781,469.19000244140625,471.04998779296875,6825257
2024-08-01 09:30:00,471.7300109863281,475.54998779296875,469.8399963378906,469.8699951171875,8675612
2024-08-01 10:30:00,469.9219970703125,470.4599914550781,465.1700134277344,465.4599914550781,6983245
2024-08-01 11:30:00,465.489990234375,465.91009521484375,462.010009765625,462.83099365234375,7722280
2024-08-01 12:30:00,462.81500244140625,462.889404296875,458.8280029296875,459.510009765625,5415244
2024-08-01 13:30:00,459.5199890136719,459.9700012207031,456.6304931640625,457.1600036621094,7901809
2024-08-01 14:30:00,457.1199951171875,458.61871337890625,455.9800109863281,458.57000732421875,6717552
2024-08-01 15:30:00,458.57000732421875,460.6300048828125,457.92999267578125,459.79998779296875,7186347
2024-08-02 09:30:00,450.8999938964844,453.56500244140625,444.5,446.9800109863281,22382243
2024-08-02 10:30:00,446.92498779296875,448.510009765625,444.9700012207031,446.75750732421875,12121353
2024-08-02 11:30:00,446.7650146484375,450.3949890136719,446.3800048828125,449.45001220703125,7499616
2024-08-02 12:30:00,449.44000244140625,450.489990234375,446.7900085449219,446.8900146484375,4887910
2024-08-02 13:30:00,446.8594970703125,448.5899963378906,445.9549865722656,448.55999755859375,4049128
2024-08-02 14:30:00,448.5400085449219,449.3999938964844,447.0,448.5450134277344,5007426
2024-08-02 15:30:00,448.5050048828125,449.20001220703125,446.3699951171875,448.67999267578125,6861521
2024-08-05 09:30:00,424.67999267578125,438.07000732421875,423.45001220703125,431.9100036621094,29643319
2024-08-05 10:30:00,431.9200134277344,439.9100036621094,431.7300109863281,437.8550109863281,11661104
2024-08-05 11:30:00,437.82000732421875,442.2900085449219,436.5400085449219,442.1600036621094,9002361
2024-08-05 12:30:00,442.1449890136719,442.1449890136719,435.80999755859375,437.5799865722656,6314875
