id,ts,underlying,ticker,strike,expiry,contract_type,last_price,volume,premium,underlying_price,dte,iv,delta,gamma,theta,vega,rho
226607700,2026-07-10T19:59:14.832107Z,TSLA,TSLA270617C00500000,500.0,2027-06-17,call,52.6,12,63120.0,407.52,342,0.4943,0.4601,0.002036,-0.1298,1.5658,1.2641
226605542,2026-07-10T19:59:11.165317Z,TSLA,TSLA260717P00400000,400.0,2026-07-17,put,6.14,100,61400.0,407.52,7,0.4289,-0.3603,0.015459,-0.6282,0.2112,-0.0293
226603546,2026-07-10T19:59:07.714340Z,TSLA,TSLA260717P00407500,407.5,2026-07-17,put,9.4,202,189880.0,407.52,7,0.426,-0.4821,0.016579,-0.659,0.2249,-0.0395
226602548,2026-07-10T19:59:06.026766Z,TSLA,TSLA260717C00420000,420.0,2026-07-17,call,4.7,78,36660.0,407.52,7,0.4186,0.3169,0.015076,-0.6162,0.201,0.0239
226602543,2026-07-10T19:59:06.019698Z,TSLA,TSLA260713C00412500,412.5,2026-07-13,call,2.5,184,46000.0,407.52,3,0.3041,0.3397,0.032601,-0.7026,0.1353,0.0112
226597749,2026-07-10T19:58:22.354883Z,TSLA,TSLA261120C00330000,330.0,2026-11-20,call,97.1,10,97100.0,407.56,133,0.4994,0.8174,0.002155,-0.1514,0.6514,0.86
226596755,2026-07-10T19:58:19.263562Z,TSLA,TSLA261120C00330000,330.0,2026-11-20,call,97.1,5,48550.0,407.56,133,0.4994,0.8174,0.002155,-0.1514,0.6514,0.86
226595291,2026-07-10T19:58:16.803996Z,TSLA,TSLA260724C00390000,390.0,2026-07-24,call,27.0,10,27000.0,407.56,14,0.5235,0.6907,0.008436,-0.5573,0.2813,0.0976
226595275,2026-07-10T19:58:16.774925Z,TSLA,TSLA260713C00410000,410.0,2026-07-13,call,3.46,202,69892.0,407.56,3,0.3053,0.4252,0.034748,-0.7577,0.1448,0.014
226590961,2026-07-10T19:58:09.538699Z,TSLA,TSLA260724C00415000,415.0,2026-07-24,call,13.28,26,34528.0,407.56,14,0.5118,0.455,0.009704,-0.5995,0.3164,0.066
226589723,2026-07-10T19:58:07.571857Z,TSLA,TSLA260821P00405000,405.0,2026-08-21,put,23.3,25,58250.0,407.56,42,0.4666,-0.4397,0.006114,-0.2779,0.5452,-0.233
226589722,2026-07-10T19:58:07.570993Z,TSLA,TSLA260807P00420000,420.0,2026-08-07,put,27.76,10,27760.0,407.56,28,0.4786,-0.5535,0.007318,-0.3501,0.4463,-0.1943
226589500,2026-07-10T19:58:07.161461Z,TSLA,TSLA260715P00407500,407.5,2026-07-15,put,7.65,161,123165.0,407.56,5,0.4103,-0.4841,0.020367,-0.7549,0.1901,-0.0281
226589497,2026-07-10T19:58:07.157452Z,TSLA,TSLA260715C00420000,420.0,2026-07-15,call,3.1,104,32240.0,407.56,5,0.3991,0.2719,0.017428,-0.645,0.1583,0.0148
226588119,2026-07-10T19:58:04.710698Z,TSLA,TSLA260717C00420000,420.0,2026-07-17,call,4.75,76,36100.0,407.56,7,0.4204,0.3183,0.015036,-0.6202,0.2014,0.024
226587884,2026-07-10T19:58:04.332332Z,TSLA,TSLA270115P00410000,410.0,2027-01-15,put,52.1,6,31260.0,407.56,189,0.4811,-0.4117,0.002758,-0.1182,1.1412,-1.1386
226582894,2026-07-10T19:57:19.477749Z,TSLA,TSLA261016C00500000,500.0,2026-10-16,call,13.4,20,26800.0,407.63,98,0.471,0.2529,0.003214,-0.1733,0.6753,0.2408
226580180,2026-07-10T19:57:07.589270Z,TSLA,TSLA260713C00410000,410.0,2026-07-13,call,3.5,200,70000.0,407.63,3,0.306,0.4279,0.034705,-0.7605,0.145,0.014
226578187,2026-07-10T19:57:02.601859Z,TSLA,TSLA260713C00415000,415.0,2026-07-13,call,1.9,231,43890.0,407.63,3,0.3122,0.2723,0.02878,-0.652,0.1227,0.009
226577619,2026-07-10T19:57:01.805848Z,TSLA,TSLA260918C00420000,420.0,2026-09-18,call,28.79,10,28790.0,407.63,70,0.459,0.4979,0.004868,-0.255,0.7122,0.334
226575882,2026-07-10T19:56:59.369038Z,TSLA,TSLA260807P00405000,405.0,2026-08-07,put,19.4,20,38800.0,407.63,28,0.4768,-0.4439,0.007338,-0.355,0.4459,-0.1537
226575629,2026-07-10T19:56:59.000223Z,TSLA,TSLA260821C00420000,420.0,2026-08-21,call,21.0,50,105000.0,407.63,42,0.4621,0.4684,0.006225,-0.3234,0.5499,0.1955
226574498,2026-07-10T19:56:57.420532Z,TSLA,TSLA270115C00410000,410.0,2027-01-15,call,58.7,7,41090.0,407.63,189,0.4773,0.5881,0.00278,-0.1664,1.1415,0.9374
226573665,2026-07-10T19:56:56.254975Z,TSLA,TSLA260717C00410000,410.0,2026-07-17,call,8.55,38,32490.0,407.63,7,0.4219,0.478,0.016724,-0.7007,0.2249,0.0357
226573463,2026-07-10T19:56:55.997531Z,TSLA,TSLA260731P00410000,410.0,2026-07-31,put,19.7,40,78800.0,407.63,21,0.4876,-0.4876,0.008365,-0.4257,0.3899,-0.1257
226566998,2026-07-10T19:56:04.444126Z,TSLA,TSLA260821C00400000,400.0,2026-08-21,call,30.41,300,912300.0,408.06,42,0.4593,0.5945,0.006098,-0.3196,0.5366,0.2442
