ticker,underlying,strike,expiry,contract_type,last_price,volume_today,premium_today,underlying_price,dte,iv,delta,gamma,theta,vega,rho,last_trade_at,updated_at,is_call,dealer_gex_volw
SPY260702C00520000,SPY,520.0,2026-07-02,call,227.5,2.0,45500.0,746.42,14,0.8542,0.9873,0.000253,-0.1775,0.0462,0.1954,2026-06-18T14:25:56.104992Z,2026-06-18T14:26:12.082414Z,True,-283.9498908026
SPY260702P00520000,SPY,520.0,2026-07-02,put,0.01,4.0,4.0,732.9,6,0.8247,-0.0005,2.2e-05,-0.011,0.0016,-0.0001,2026-06-26T19:19:10.281003Z,2026-06-26T19:19:36.413498Z,False,-49.382589704800004
SPY260702C00525000,SPY,525.0,2026-07-02,call,223.05,50.0,1115250.0,746.97,14,0.8339,0.9872,0.000261,-0.1758,0.0466,0.1973,2026-06-18T19:43:13.875032Z,2026-06-18T19:43:46.740493Z,True,-7323.213586905001
SPY260702C00530000,SPY,530.0,2026-07-02,call,218.25,52.0,1134550.0,746.97,14,0.8505,0.9838,0.000317,-0.2129,0.0577,0.1981,2026-06-18T19:43:13.883147Z,2026-06-18T19:43:46.740493Z,True,-9250.2569169764
SPY260702P00530000,SPY,530.0,2026-07-02,put,0.01,50.0,50.0,748.0,1,2.022,-0.0005,2.1e-05,-0.0662,0.0007,-0.0,2026-07-01T16:54:26.069923Z,2026-07-01T16:54:54.868366Z,False,-589.2240817049999
SPY260702P00535000,SPY,535.0,2026-07-02,put,0.01,115.0,115.0,734.24,6,0.7647,-0.0005,2.5e-05,-0.0109,0.0017,-0.0001,2026-06-26T18:13:17.461606Z,2026-06-26T18:13:18.731234Z,False,-1613.3516522874997
SPY260702P00540000,SPY,540.0,2026-07-02,put,0.02,400.0,710.0,733.2,6,0.7829,-0.001,4.4e-05,-0.0198,0.003,-0.0001,2026-06-26T19:44:44.711763Z,2026-06-26T19:45:00.004691Z,False,-9876.517940959999
SPY260702P00545000,SPY,545.0,2026-07-02,put,0.01,258.0,258.0,733.92,6,0.7219,-0.0005,2.8e-05,-0.0108,0.0018,-0.0001,2026-06-26T16:16:09.147395Z,2026-06-26T16:16:24.953531Z,False,-4053.8616821303995
SPY260702P00550000,SPY,550.0,2026-07-02,put,0.02,264.0,516.0,734.65,8,0.6445,-0.001,4.8e-05,-0.0147,0.0037,-0.0002,2026-06-24T17:14:54.272850Z,2026-06-24T17:14:54.425465Z,False,-7111.0929174912
SPY260702P00555000,SPY,555.0,2026-07-02,put,0.01,15.0,15.0,734.95,6,0.6838,-0.0006,3.1e-05,-0.0107,0.0019,-0.0001,2026-06-26T17:03:26.958088Z,2026-06-26T17:03:39.288128Z,False,-260.9420933265
SPY260702P00560000,SPY,560.0,2026-07-02,put,0.01,118.0,118.0,740.52,3,0.961,-0.0006,3.1e-05,-0.0215,0.0013,-0.0,2026-06-29T19:16:35.574735Z,2026-06-29T19:16:53.289225Z,False,-2052.7444675018
SPY260702P00565000,SPY,565.0,2026-07-02,put,0.01,25.0,25.0,737.35,3,0.919,-0.0006,3.4e-05,-0.0214,0.0014,-0.0,2026-06-29T15:17:50.325574Z,2026-06-29T15:17:54.794580Z,False,-476.99092328499995
SPY260702P00570000,SPY,570.0,2026-07-02,put,0.02,9.0,17.0,732.9,6,0.6529,-0.0011,6.2e-05,-0.0193,0.0036,-0.0001,2026-06-26T19:19:09.348698Z,2026-06-26T19:19:36.413498Z,False,-313.1305119918
SPY260702P00575000,SPY,575.0,2026-07-02,put,0.01,4.0,4.0,738.4,3,0.867,-0.0006,3.8e-05,-0.0212,0.0015,-0.0,2026-06-29T16:49:34.378225Z,2026-06-29T16:49:50.602409Z,False,-85.29720039920001
SPY260702P00580000,SPY,580.0,2026-07-02,put,0.01,4.0,4.0,739.99,3,0.8458,-0.0006,4e-05,-0.0212,0.0015,-0.0,2026-06-29T17:18:05.913479Z,2026-06-29T17:18:23.635292Z,False,-89.786526736
SPY260702P00585000,SPY,585.0,2026-07-02,put,0.01,9.0,9.0,740.74,3,0.8213,-0.0007,4.2e-05,-0.0211,0.0015,-0.0,2026-06-29T19:11:59.193337Z,2026-06-29T19:12:14.434763Z,False,-212.1206694138
SPY260702P00590000,SPY,590.0,2026-07-02,put,0.01,26.0,27.0,740.74,3,0.7937,-0.0007,4.5e-05,-0.021,0.0016,-0.0,2026-06-29T19:11:49.585072Z,2026-06-29T19:12:14.434763Z,False,-656.5639767570001
SPY260702P00595000,SPY,595.0,2026-07-02,put,0.01,1.0,1.0,743.08,1,1.3438,-0.0007,4.6e-05,-0.063,0.0009,-0.0,2026-07-01T13:39:51.006466Z,2026-07-01T13:39:59.590562Z,False,-25.8136264366
SPY260702P00600000,SPY,600.0,2026-07-02,put,0.01,1.0,1.0,746.55,2,0.9354,-0.0007,4.7e-05,-0.0314,0.0013,-0.0,2026-06-30T18:02:36.086141Z,2026-06-30T18:02:50.564729Z,False,-26.374792228699995
SPY260702C00605000,SPY,605.0,2026-07-02,call,132.93,1.0,13293.0,737.15,3,1.1131,0.9777,0.00071,-0.7017,0.0353,0.0483,2026-06-29T13:58:46.342106Z,2026-06-29T13:59:08.932400Z,True,-398.42771239100006
SPY260702P00605000,SPY,605.0,2026-07-02,put,0.01,31.0,56.0,740.58,3,0.7114,-0.0008,5.5e-05,-0.0207,0.0018,-0.0,2026-06-29T18:39:13.950970Z,2026-06-29T18:39:25.443491Z,False,-956.7876755305
SPY260702P00610000,SPY,610.0,2026-07-02,put,0.01,183.0,358.0,740.92,3,0.686,-0.0008,5.8e-05,-0.0206,0.0018,-0.0,2026-06-29T20:13:25.127087Z,2026-06-29T20:13:30.008728Z,False,-5956.2137173494
SPY260702P00615000,SPY,615.0,2026-07-02,put,0.01,1.0,1.0,746.95,2,0.8391,-0.0008,5.8e-05,-0.031,0.0015,-0.0,2026-06-30T17:09:03.517115Z,2026-06-30T17:09:10.385599Z,False,-32.5476159418
SPY260702P00620000,SPY,620.0,2026-07-02,put,0.01,1.0,1.0,746.75,1,1.1388,-0.0008,6.2e-05,-0.0618,0.0011,-0.0,2026-07-01T19:40:48.145780Z,2026-07-01T19:41:04.334100Z,False,-34.792279110200006
SPY260702C00625000,SPY,625.0,2026-07-02,call,121.93,30.0,366018.0,746.57,1,1.5743,0.986,0.000578,-1.1426,0.0139,0.0168,2026-07-01T14:41:57.249784Z,2026-07-01T14:42:08.775522Z,True,-9730.614835013997
SPY260702P00625000,SPY,625.0,2026-07-02,put,0.01,1.0,1.0,747.33,1,1.0975,-0.0008,6.7e-05,-0.0615,0.0011,-0.0,2026-07-01T17:57:54.129468Z,2026-07-01T17:58:18.938332Z,False,-37.5981080707
SPY260702C00630000,SPY,630.0,2026-07-02,call,118.01,1.0,11801.0,747.33,2,1.1827,0.977,0.000831,-0.9388,0.0301,0.0335,2026-06-30T19:55:45.096630Z,2026-06-30T19:55:53.241072Z,True,-466.3287732351
SPY260702P00630000,SPY,630.0,2026-07-02,put,0.01,453.0,453.0,747.24,2,0.7439,-0.0009,7.2e-05,-0.0305,0.0016,-0.0,2026-06-30T18:58:46.110406Z,2026-06-30T18:59:01.308397Z,False,-18302.9834751336
SPY260702P00635000,SPY,635.0,2026-07-02,put,0.01,25.0,26.0,747.32,2,0.7124,-0.0009,7.8e-05,-0.0304,0.0017,-0.0,2026-06-30T19:31:50.009758Z,2026-06-30T19:32:16.442787Z,False,-1094.2732945949997
SPY260702P00640000,SPY,640.0,2026-07-02,put,0.01,60.0,60.0,745.73,1,0.9501,-0.001,8.8e-05,-0.0603,0.0013,-0.0,2026-07-01T20:05:20.803976Z,2026-07-01T20:05:36.635843Z,False,-2962.9553822880002
SPY260702P00645000,SPY,645.0,2026-07-02,put,0.01,78.0,78.0,746.48,1,0.9111,-0.001,9.5e-05,-0.06,0.0013,-0.0,2026-07-01T19:50:49.825394Z,2026-07-01T19:51:17.298699Z,False,-4158.238519461001
SPY260702C00650000,SPY,650.0,2026-07-02,call,99.26,5.0,48940.0,749.21,1,1.1555,0.9911,0.000529,-0.595,0.0094,0.0176,2026-07-01T15:32:47.366652Z,2026-07-01T15:33:07.524994Z,True,-1484.2835201044998
SPY260702P00650000,SPY,650.0,2026-07-02,put,0.01,9.0,9.0,746.52,1,0.8669,-0.001,0.000104,-0.0596,0.0014,-0.0,2026-07-01T19:43:00.706760Z,2026-07-01T19:43:06.527715Z,False,-525.2511814056
SPY260702C00651000,SPY,651.0,2026-07-02,call,98.35,2.0,19289.0,749.21,1,1.0861,0.9938,0.00041,-0.425,0.0068,0.0177,2026-07-01T15:32:47.015365Z,2026-07-01T15:33:07.524994Z,True,-460.155949522
SPY260702P00651000,SPY,651.0,2026-07-02,put,0.03,6.0,17.0,740.62,3,0.5195,-0.0028,0.000248,-0.0502,0.0058,-0.0002,2026-06-29T19:32:52.786355Z,2026-06-29T19:33:15.919746Z,False,-835.0146986448001
SPY260702C00652000,SPY,652.0,2026-07-02,call,97.23,8.0,76489.0,748.96,1,1.2055,0.9871,0.000702,-0.837,0.013,0.0176,2026-07-01T15:33:53.331532Z,2026-07-01T15:34:09.111261Z,True,-3151.5070884335996
SPY260702P00652000,SPY,652.0,2026-07-02,put,0.02,118.0,470.0,740.62,3,0.4942,-0.002,0.000194,-0.0355,0.0043,-0.0001,2026-06-29T18:08:44.261323Z,2026-06-29T18:08:48.306220Z,False,-12846.2073127532
SPY260702C00653000,SPY,653.0,2026-07-02,call,96.32,8.0,75761.0,748.96,1,1.2548,0.983,0.000854,-1.0859,0.0165,0.0175,2026-07-01T15:33:51.066062Z,2026-07-01T15:34:09.111261Z,True,-3833.8846916271996
SPY260702P00653000,SPY,653.0,2026-07-02,put,0.02,106.0,306.0,740.92,3,0.4902,-0.0021,0.000197,-0.0355,0.0044,-0.0001,2026-06-29T20:11:09.179613Z,2026-06-29T20:11:28.878268Z,False,-11718.264070632196
SPY260702C00654000,SPY,654.0,2026-07-02,call,93.04,6.0,54714.0,746.9,1,1.0328,0.9935,0.00045,-0.4203,0.0071,0.0178,2026-07-01T14:55:31.068959Z,2026-07-01T14:56:02.672504Z,True,-1515.14763867
SPY260702P00654000,SPY,654.0,2026-07-02,put,0.04,23.0,86.0,735.17,3,0.4904,-0.0039,0.000355,-0.063,0.0077,-0.0002,2026-06-29T14:09:33.662045Z,2026-06-29T14:09:59.460213Z,False,-4581.9186924965
SPY260702C00655000,SPY,655.0,2026-07-02,call,92.13,6.0,54168.0,746.9,1,1.1181,0.9885,0.000687,-0.7102,0.0117,0.0177,2026-07-01T14:55:30.912883Z,2026-07-01T14:56:02.672504Z,True,-2313.1253950361997
SPY260702P00655000,SPY,655.0,2026-07-02,put,0.01,1.0,1.0,747.08,1,0.8269,-0.0011,0.000113,-0.0592,0.0014,-0.0,2026-07-01T18:20:13.975595Z,2026-07-01T18:20:16.416525Z,False,-63.41173450729999
SPY260702P00656000,SPY,656.0,2026-07-02,put,0.02,11.0,22.0,747.66,2,0.6188,-0.002,0.000183,-0.0536,0.0035,-0.0001,2026-06-30T19:22:09.119246Z,2026-06-30T19:22:36.010707Z,False,-1129.6267394973
SPY260702C00657000,SPY,657.0,2026-07-02,call,91.95,2.0,18387.0,748.74,1,1.0956,0.9895,0.000645,-0.6485,0.0109,0.0178,2026-07-01T16:00:22.345987Z,2026-07-01T16:00:43.354284Z,True,-723.903871809
SPY260702P00657000,SPY,657.0,2026-07-02,put,0.01,5.0,5.0,746.98,2,0.5721,-0.0011,0.000118,-0.0295,0.0021,-0.0,2026-06-30T19:36:47.858504Z,2026-06-30T19:36:53.277088Z,False,-331.087817339
SPY260702C00658000,SPY,658.0,2026-07-02,call,91.04,2.0,18205.0,748.74,1,1.1543,0.985,0.000837,-0.9103,0.0148,0.0177,2026-07-01T16:00:22.625585Z,2026-07-01T16:00:43.354284Z,True,-939.3915359754
SPY260702P00658000,SPY,658.0,2026-07-02,put,0.02,11.0,22.0,746.26,2,0.5977,-0.002,0.000196,-0.0533,0.0036,-0.0001,2026-06-30T16:15:02.401116Z,2026-06-30T16:15:21.335927Z,False,-1209.8734477675998
SPY260702C00659000,SPY,659.0,2026-07-02,call,90.03,2.0,17801.0,748.68,1,1.1732,0.9825,0.000937,-1.0439,0.0169,0.0177,2026-07-01T15:44:10.845204Z,2026-07-01T15:44:22.279027Z,True,-1051.6246943954
SPY260702P00659000,SPY,659.0,2026-07-02,put,0.03,2.0,6.0,738.32,3,0.4636,-0.0032,0.000308,-0.0492,0.0064,-0.0002,2026-06-29T13:41:27.233004Z,2026-06-29T13:41:56.298147Z,False,-345.67812793359997
SPY260702C00660000,SPY,660.0,2026-07-02,call,87.29,3.0,26348.0,747.08,1,1.0456,0.9891,0.000703,-0.6418,0.0112,0.0179,2026-07-01T18:31:46.086365Z,2026-07-01T18:32:00.556218Z,True,-1183.4986555388998
SPY260702P00660000,SPY,660.0,2026-07-02,put,0.01,2.0,2.0,747.23,1,0.784,-0.0012,0.000125,-0.0587,0.0015,-0.0,2026-07-01T19:05:10.066851Z,2026-07-01T19:05:19.295484Z,False,-140.291448025
SPY260702P00661000,SPY,661.0,2026-07-02,put,0.03,3.0,9.0,737.15,3,0.4466,-0.0033,0.000331,-0.0489,0.0066,-0.0002,2026-06-29T13:32:18.051230Z,2026-06-29T13:32:32.200321Z,False,-557.2376315553
SPY260702C00662000,SPY,662.0,2026-07-02,call,85.27,5.0,42547.0,747.04,1,1.0394,0.9877,0.00078,-0.6988,0.0124,0.0179,2026-07-01T15:01:56.682637Z,2026-07-01T15:02:13.063674Z,True,-2188.5465891899994
SPY260702P00662000,SPY,662.0,2026-07-02,put,0.01,16.0,16.0,747.12,2,0.5417,-0.0012,0.000131,-0.0292,0.0022,-0.0,2026-06-30T19:35:41.232652Z,2026-06-30T19:35:52.621183Z,False,-1176.2035002416
SPY260702C00663000,SPY,663.0,2026-07-02,call,84.36,5.0,42092.0,747.04,1,1.0903,0.983,0.000986,-0.9502,0.0164,0.0178,2026-07-01T15:01:56.642039Z,2026-07-01T15:02:13.063674Z,True,-2766.5473550529996
SPY260702P00663000,SPY,663.0,2026-07-02,put,0.01,30.0,30.0,746.54,1,0.7523,-0.0012,0.000135,-0.0584,0.0016,-0.0,2026-07-01T19:52:01.117203Z,2026-07-01T19:52:19.309082Z,False,-2272.721458005
SPY260702C00664000,SPY,664.0,2026-07-02,call,72.57,2.0,14514.0,735.02,9,0.4085,0.948,0.002246,-0.3295,0.1222,0.1539,2026-06-23T19:38:39.334354Z,2026-06-23T19:38:58.058347Z,True,-2520.7567381132003
SPY260702P00664000,SPY,664.0,2026-07-02,put,0.02,30.0,45.0,742.93,1,0.7618,-0.0023,0.000239,-0.1049,0.0028,-0.0,2026-07-01T13:45:51.763655Z,2026-07-01T13:46:20.961552Z,False,-4023.5587293569993
SPY260702C00665000,SPY,665.0,2026-07-02,call,82.45,8.0,65422.0,747.14,1,1.0614,0.9832,0.001004,-0.9187,0.0163,0.0179,2026-07-01T18:43:12.185777Z,2026-07-01T18:43:13.417882Z,True,-4507.283642147199
SPY260702P00665000,SPY,665.0,2026-07-02,put,0.01,51.0,54.0,747.33,1,0.7408,-0.0012,0.000139,-0.0583,0.0016,-0.0,2026-07-01T17:57:47.835033Z,2026-07-01T17:57:48.361652Z,False,-3978.1043001968997
SPY260702C00666000,SPY,666.0,2026-07-02,call,83.07,7.0,56541.0,748.74,1,1.078,0.9823,0.00103,-0.9734,0.0171,0.0179,2026-07-01T16:01:21.960632Z,2026-07-01T16:01:44.067637Z,True,-4046.005361041
SPY260702P00666000,SPY,666.0,2026-07-02,put,0.01,60.0,72.0,745.04,1,0.7143,-0.0013,0.00015,-0.058,0.0016,-0.0,2026-07-01T13:59:37.104976Z,2026-07-01T13:59:47.277003Z,False,-5050.492128899999
SPY260702C00667000,SPY,667.0,2026-07-02,call,81.91,1.0,8191.0,748.68,1,0.9986,0.9874,0.000833,-0.6926,0.0128,0.018,2026-07-01T15:44:10.379199Z,2026-07-01T15:44:22.279027Z,True,-467.4511048192999
SPY260702P00667000,SPY,667.0,2026-07-02,put,0.02,49.0,97.0,745.04,1,0.7513,-0.0023,0.000244,-0.1048,0.0028,-0.0,2026-07-01T13:59:36.920569Z,2026-07-01T13:59:47.277003Z,False,-6709.2982103476
SPY260702C00668000,SPY,668.0,2026-07-02,call,81.0,1.0,8100.0,748.68,1,1.0477,0.9825,0.001053,-0.9417,0.0169,0.0179,2026-07-01T15:44:10.387202Z,2026-07-01T15:44:22.279027Z,True,-590.9075790812999
SPY260702P00668000,SPY,668.0,2026-07-02,put,0.03,2.0,8.0,740.32,3,0.4233,-0.0034,0.000362,-0.0485,0.0069,-0.0002,2026-06-29T18:22:44.737647Z,2026-06-29T18:23:05.600204Z,False,-406.2840334804
SPY260702C00669000,SPY,669.0,2026-07-02,call,79.81,17.0,135109.0,748.46,1,1.0504,0.9808,0.001137,-1.0172,0.0183,0.0179,2026-07-01T15:52:46.844108Z,2026-07-01T15:53:01.530081Z,True,-10846.773595500897
SPY260702P00669000,SPY,669.0,2026-07-02,put,0.01,10.0,10.0,747.53,1,0.7074,-0.0013,0.000151,-0.0579,0.0016,-0.0,2026-07-01T17:56:31.022626Z,2026-07-01T17:56:47.366575Z,False,-847.360346071
SPY260702C00670000,SPY,670.0,2026-07-02,call,77.34,21.0,164508.0,746.81,1,1.1032,0.9719,0.001493,-1.4422,0.0252,0.0178,2026-07-01T18:52:09.184961Z,2026-07-01T18:52:27.903039Z,True,-17594.2310797113
SPY260702P00670000,SPY,670.0,2026-07-02,put,0.01,21.0,21.0,746.87,1,0.6935,-0.0013,0.000157,-0.0577,0.0017,-0.0,2026-07-01T18:49:17.353329Z,2026-07-01T18:49:22.686561Z,False,-1850.1636165537
SPY260702C00671000,SPY,671.0,2026-07-02,call,77.34,5.0,38142.0,748.06,1,0.9814,0.9839,0.001043,-0.8253,0.0157,0.018,2026-07-01T15:16:25.188298Z,2026-07-01T15:16:36.412329Z,True,-2926.4796058015004
SPY260702P00671000,SPY,671.0,2026-07-02,put,0.02,3.0,6.0,747.32,2,0.5187,-0.0023,0.000254,-0.0521,0.004,-0.0001,2026-06-30T19:31:49.992898Z,2026-06-30T19:32:16.442787Z,False,-427.6083335802
SPY260702C00672000,SPY,672.0,2026-07-02,call,76.43,5.0,37687.0,748.06,1,1.0205,0.9791,0.001257,-1.0585,0.0197,0.018,2026-07-01T15:16:25.375271Z,2026-07-01T15:16:36.412329Z,True,-3526.9270033485
SPY260702P00672000,SPY,672.0,2026-07-02,put,0.03,29.0,122.0,740.66,3,0.4028,-0.0036,0.000396,-0.0481,0.0072,-0.0002,2026-06-29T19:46:54.646890Z,2026-06-29T19:47:03.712382Z,False,-6444.427956476399
SPY260702C00673000,SPY,673.0,2026-07-02,call,75.97,25.0,188571.0,748.82,1,0.8595,0.9917,0.000669,-0.4355,0.0088,0.0183,2026-07-01T16:01:44.303111Z,2026-07-01T16:02:14.829069Z,True,-9385.4978728725
SPY260702P00673000,SPY,673.0,2026-07-02,put,0.01,1.0,1.0,745.73,1,0.6584,-0.0014,0.000174,-0.0573,0.0017,-0.0,2026-07-01T20:01:46.851551Z,2026-07-01T20:02:05.058682Z,False,-97.64284782539998
SPY260702C00674000,SPY,674.0,2026-07-02,call,75.06,25.0,186302.0,748.82,1,0.9277,0.9858,0.000988,-0.7088,0.0141,0.0182,2026-07-01T16:01:44.272830Z,2026-07-01T16:02:14.829069Z,True,-13860.795064869999
SPY260702P00674000,SPY,674.0,2026-07-02,put,0.01,3.0,4.0,747.52,2,0.4696,-0.0013,0.00017,-0.0286,0.0024,-0.0001,2026-06-30T19:12:14.008068Z,2026-06-30T19:12:17.968880Z,False,-286.194553971
SPY260702C00675000,SPY,675.0,2026-07-02,call,72.05,2.0,14272.0,746.77,1,0.9215,0.983,0.001168,-0.8133,0.0164,0.0181,2026-07-01T14:20:32.019451Z,2026-07-01T14:20:57.928648Z,True,-1310.8832903455998
SPY260702P00675000,SPY,675.0,2026-07-02,put,0.01,37.0,37.0,745.73,1,0.6409,-0.0014,0.000183,-0.0571,0.0018,-0.0,2026-07-01T20:12:15.188957Z,2026-07-01T20:12:39.854277Z,False,-3799.6535783091003
SPY260702C00676000,SPY,676.0,2026-07-02,call,64.6,2.0,12923.0,739.8889,3,0.5613,0.9644,0.002077,-0.5453,0.0525,0.0533,2026-06-29T17:28:52.687121Z,2026-06-29T17:29:03.752252Z,True,-2331.0827003833997
SPY260702P00676000,SPY,676.0,2026-07-02,put,0.01,218.0,242.0,745.73,1,0.6322,-0.0014,0.000187,-0.0569,0.0018,-0.0,2026-07-01T20:12:40.210246Z,2026-07-01T20:13:09.989974Z,False,-22876.4846807486
SPY260702P00677000,SPY,677.0,2026-07-02,put,0.01,457.0,457.0,745.73,1,0.6235,-0.0014,0.000192,-0.0568,0.0018,-0.0,2026-07-01T20:00:39.930533Z,2026-07-01T20:01:04.512248Z,False,-49238.9312620224
SPY260702C00678000,SPY,678.0,2026-07-02,call,61.06,4.0,24304.0,738.37,3,0.5317,0.9639,0.002222,-0.5239,0.0529,0.0535,2026-06-29T15:44:53.190750Z,2026-06-29T15:45:00.546109Z,True,-4987.641560184799
SPY260702P00678000,SPY,678.0,2026-07-02,put,0.01,1.0,1.0,746.69,1,0.6223,-0.0014,0.000192,-0.0568,0.0018,-0.0,2026-07-01T14:12:52.881851Z,2026-07-01T14:13:11.329971Z,False,-107.7438320832
SPY260702C00679000,SPY,679.0,2026-07-02,call,68.43,1.0,6843.0,747.11,1,0.9005,0.98,0.001376,-0.9087,0.0189,0.0182,2026-07-01T18:34:46.452095Z,2026-07-01T18:35:04.516952Z,True,-772.1641299295999
SPY260702P00679000,SPY,679.0,2026-07-02,put,0.01,726.0,726.0,746.055,1,0.6086,-0.0015,0.000201,-0.0566,0.0019,-0.0,2026-07-01T20:00:23.932584Z,2026-07-01T20:00:34.279494Z,False,-81888.6793779846
SPY260702C00680000,SPY,680.0,2026-07-02,call,68.92,15.0,98247.0,748.09,1,1.0847,0.9564,0.002174,-2.0154,0.0362,0.0177,2026-07-01T16:56:30.587349Z,2026-07-01T16:56:57.523290Z,True,-18299.616480381
SPY260702P00680000,SPY,680.0,2026-07-02,put,0.01,35.0,37.0,745.73,1,0.5973,-0.0015,0.000208,-0.0565,0.0019,-0.0,2026-07-01T20:04:18.931611Z,2026-07-01T20:04:36.304829Z,False,-4085.2869664879986
SPY260702P00681000,SPY,681.0,2026-07-02,put,0.01,302.0,305.0,745.73,1,0.5886,-0.0015,0.000214,-0.0564,0.0019,-0.0,2026-07-01T20:01:07.327685Z,2026-07-01T20:01:34.989394Z,False,-36267.022811838804
SPY260702C00682000,SPY,682.0,2026-07-02,call,51.66,3.0,15498.0,732.56,6,0.3525,0.9468,0.003261,-0.3523,0.1014,0.1055,2026-06-26T19:36:41.196897Z,2026-06-26T19:36:52.936033Z,True,-5489.8849441143
SPY260702P00682000,SPY,682.0,2026-07-02,put,0.01,648.0,1128.0,748.39,1,0.6008,-0.0015,0.000205,-0.0566,0.0019,-0.0,2026-07-01T16:51:42.854888Z,2026-07-01T16:51:49.388819Z,False,-74545.263822564
SPY260702P00683000,SPY,683.0,2026-07-02,put,0.01,801.0,1682.0,746.055,1,0.5738,-0.0015,0.000224,-0.0561,0.002,-0.0,2026-07-01T19:59:36.776598Z,2026-07-01T20:00:03.163208Z,False,-100686.6110817504
SPY260702P00684000,SPY,684.0,2026-07-02,put,0.01,304.0,597.0,745.73,1,0.5625,-0.0016,0.000233,-0.056,0.002,-0.0,2026-07-01T20:00:36.357503Z,2026-07-01T20:01:04.512248Z,False,-39748.4953860272
SPY260702C00685000,SPY,685.0,2026-07-02,call,62.0,2.0,12400.0,746.77,1,0.7749,0.9842,0.001302,-0.6541,0.0154,0.0184,2026-07-01T14:20:38.742634Z,2026-07-01T14:20:57.928648Z,True,-1461.2757226284
SPY260702P00685000,SPY,685.0,2026-07-02,put,0.01,220.0,339.0,745.45,1,0.5516,-0.0016,0.000241,-0.0558,0.002,-0.0,2026-07-01T19:58:31.404169Z,2026-07-01T19:59:01.558486Z,False,-29753.010297142
SPY260702C00686000,SPY,686.0,2026-07-02,call,52.85,1.0,5285.0,737.39,9,0.3045,0.9393,0.003396,-0.2888,0.1387,0.1577,2026-06-23T16:25:50.152723Z,2026-06-23T16:25:54.978561Z,True,-1905.7190299715999
SPY260702P00686000,SPY,686.0,2026-07-02,put,0.02,56.0,126.0,746.48,1,0.5882,-0.0029,0.000382,-0.1008,0.0034,-0.0001,2026-07-01T19:50:47.909800Z,2026-07-01T19:51:17.298699Z,False,-12004.458624603201
SPY260702P00687000,SPY,687.0,2026-07-02,put,0.01,23.0,25.0,746.29,1,0.5409,-0.0016,0.00025,-0.0556,0.0021,-0.0,2026-07-01T19:54:24.251405Z,2026-07-01T19:54:52.955531Z,False,-3226.7033045749995
SPY260702P00688000,SPY,688.0,2026-07-02,put,0.02,82.0,164.0,746.88,1,0.5732,-0.0029,0.0004,-0.1004,0.0035,-0.0001,2026-07-01T14:54:23.046968Z,2026-07-01T14:54:29.048324Z,False,-18406.23798088
