id,ts,underlying,ticker,strike,expiry,contract_type,last_price,volume,premium,underlying_price,dte,iv,delta,gamma,theta,vega,rho
226551405,2026-07-10T19:54:56.295185Z,MU,MU260731P01020000,1020.0,2026-07-31,put,108.0,15,162000.0,982.29,21,0.9362,-0.5175,0.001807,-2.0171,0.9391,-0.3546
226549413,2026-07-10T19:54:51.926894Z,MU,MU270319C01400000,1400.0,2027-03-19,call,174.0,8,139200.0,982.29,252,0.8717,0.4665,0.000559,-0.5962,3.2446,1.9622
226548759,2026-07-10T19:54:51.059423Z,MU,MU260918C00970000,969.9999999999999,2026-09-18,call,165.9,5,82950.0,982.29,70,0.9212,0.6004,0.000975,-1.1455,1.6615,0.8128
226547062,2026-07-10T19:54:48.511004Z,MU,MU261016P00860000,860.0,2026-10-16,put,116.24,5,58120.0,982.29,98,0.9327,-0.294,0.000726,-0.7844,1.7534,-1.0875
226546916,2026-07-10T19:54:48.312070Z,MU,MU260821C00860000,860.0,2026-08-21,call,191.83,5,95915.0,982.29,42,0.9527,0.7221,0.001057,-1.3314,1.1176,0.5954
226546915,2026-07-10T19:54:48.311067Z,MU,MU260814C00920000,920.0,2026-08-14,call,146.78,5,73390.0,982.29,35,0.9462,0.6498,0.001287,-1.5838,1.1269,0.4713
226545272,2026-07-10T19:54:46.050478Z,MU,MU260717C00130000,130.0,2026-07-17,call,853.5,1,85350.0,982.29,7,,,,,,
226545271,2026-07-10T19:54:46.049930Z,MU,MU260717C00125000,125.0,2026-07-17,call,858.45,1,85845.0,982.29,7,,,,,,
226544038,2026-07-10T19:54:40.148910Z,MU,MU261016C01180000,1180.0,2026-10-16,call,122.94,12,147528.0,982.29,98,0.9186,0.4515,0.000847,-0.9842,2.0155,0.8607
226544037,2026-07-10T19:54:40.146930Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,179.77,12,215724.0,982.29,98,0.9247,0.5819,0.00083,-0.986,1.9876,1.052
226544036,2026-07-10T19:54:40.143692Z,MU,MU261016C00990000,990.0000000000001,2026-10-16,call,189.17,12,227004.0,982.29,98,0.9322,0.5988,0.000815,-0.9852,1.9679,1.0715
226544035,2026-07-10T19:54:40.125717Z,MU,MU261016C00760000,760.0,2026-10-16,call,307.96,12,369552.0,982.29,98,0.9497,0.7858,0.000603,-0.7762,1.4839,1.2456
226543428,2026-07-10T19:54:34.219641Z,MU,MU260724C01000000,1000.0,2026-07-24,call,65.75,100,657500.0,982.29,14,0.9509,0.5026,0.002181,-2.6591,0.7675,0.1641
226543427,2026-07-10T19:54:34.217009Z,MU,MU260717P00990000,990.0000000000001,2026-07-17,put,54.5,10,54500.0,982.29,7,0.9371,-0.4955,0.003129,-3.5657,0.5427,-0.1038
226543267,2026-07-10T19:54:31.735805Z,MU,MU260713P00985000,985.0,2026-07-13,put,26.45,20,52900.0,982.29,3,0.7103,-0.5019,0.006307,-4.1416,0.3553,-0.0427
226542969,2026-07-10T19:54:19.365843Z,MU,MU270115C01700000,1700.0,2027-01-15,call,92.5,100,925000.0,982.29,189,0.8918,0.3094,0.000559,-0.6139,2.4916,1.0947
226542703,2026-07-10T19:54:11.355374Z,MU,MU260821C01350000,1350.0,2026-08-21,call,30.7,50,153500.0,982.29,42,0.9328,0.2032,0.000909,-1.0665,0.9417,0.1943
226542168,2026-07-10T19:54:08.188594Z,MU,MU260713C01050000,1050.0,2026-07-13,call,4.95,126,62370.0,983.15,3,0.6948,0.157,0.00388,-2.4984,0.2142,0.0123
226541845,2026-07-10T19:54:06.430104Z,MU,MU270115P02090000,2090.0,2027-01-15,put,1137.9,1,113790.0,983.15,189,1.0003,-0.7439,0.000455,-0.3721,2.2768,-9.6792
226541844,2026-07-10T19:54:06.429032Z,MU,MU261016C01180000,1180.0,2026-10-16,call,122.98,7,86086.0,983.15,98,0.9169,0.4518,0.000848,-0.9834,2.0175,0.8624
226541843,2026-07-10T19:54:06.428181Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,179.77,7,125839.0,983.15,98,0.9222,0.5823,0.000831,-0.9842,1.9889,1.0545
226541842,2026-07-10T19:54:06.427321Z,MU,MU261016C00990000,990.0000000000001,2026-10-16,call,189.17,7,132419.0,983.15,98,0.9296,0.5993,0.000816,-0.9832,1.9691,1.074
226541840,2026-07-10T19:54:06.425677Z,MU,MU261016C00760000,760.0,2026-10-16,call,307.93,7,215551.0,983.15,98,0.9449,0.7868,0.000604,-0.7716,1.4814,1.2501
226540640,2026-07-10T19:54:00.199180Z,MU,MU260713C01050000,1050.0,2026-07-13,call,4.9,215,105350.0,983.15,3,0.6924,0.1561,0.003879,-2.4809,0.2134,0.0122
226539325,2026-07-10T19:53:53.249983Z,MU,MU260717P02000000,2000.0,2026-07-17,put,1016.74,1,101674.0,983.15,7,,,,,,
226539324,2026-07-10T19:53:53.249582Z,MU,MU260717P01990000,1990.0,2026-07-17,put,1006.77,1,100677.0,983.15,7,,,,,,
226539319,2026-07-10T19:53:53.242944Z,MU,MU260713C00930000,930.0,2026-07-13,call,61.15,20,122300.0,983.15,3,0.7562,0.8024,0.004123,-3.2118,0.2477,0.0598
226538754,2026-07-10T19:53:51.267170Z,MU,MU260713P00960000,960.0,2026-07-13,put,15.76,44,69344.0,983.15,3,0.7353,-0.3459,0.005627,-3.9849,0.3287,-0.0292
226538753,2026-07-10T19:53:51.266212Z,MU,MU260713P00950000,950.0000000000001,2026-07-13,put,12.61,44,55484.0,983.15,3,0.7441,-0.292,0.005178,-3.7585,0.3061,-0.0246
226536870,2026-07-10T19:53:48.325592Z,MU,MU270115P00750000,750.0,2027-01-15,put,115.24,10,115240.0,983.15,189,0.9071,-0.2186,0.00046,-0.4602,2.0874,-1.7098
226536869,2026-07-10T19:53:48.324654Z,MU,MU270115C00750000,750.0,2027-01-15,call,365.72,10,365720.0,983.15,189,0.9074,0.7813,0.00046,-0.5507,2.0874,2.0839
226536303,2026-07-10T19:53:47.470726Z,MU,MU260717C00900000,900.0,2026-07-17,call,103.94,5,51970.0,983.15,7,0.9909,0.7639,0.002284,-3.0489,0.4195,0.1241
226535290,2026-07-10T19:53:46.050828Z,MU,MU261016C01180000,1180.0,2026-10-16,call,123.36,22,271392.0,983.15,98,0.9188,0.4523,0.000846,-0.9855,2.0178,0.8626
226535289,2026-07-10T19:53:46.049920Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,179.64,22,395208.0,983.15,98,0.9215,0.5822,0.000832,-0.9836,1.989,1.0546
226535288,2026-07-10T19:53:46.048956Z,MU,MU261016C00990000,990.0000000000001,2026-10-16,call,189.04,22,415888.0,983.15,98,0.929,0.5992,0.000817,-0.9826,1.9691,1.0742
226535287,2026-07-10T19:53:46.047970Z,MU,MU261016C00760000,760.0,2026-10-16,call,307.46,22,676412.0,983.15,98,0.9418,0.7871,0.000606,-0.7687,1.4801,1.2521
226535034,2026-07-10T19:53:45.679701Z,MU,MU260814P00945000,945.0,2026-08-14,put,91.63,20,183260.0,983.15,35,0.9414,-0.3835,0.001332,-1.5054,1.1624,-0.4494
226535033,2026-07-10T19:53:45.678294Z,MU,MU260724P00940000,940.0,2026-07-24,put,52.21,20,104420.0,983.15,14,0.9661,-0.3666,0.002023,-2.45,0.7248,-0.1583
226534022,2026-07-10T19:53:44.154413Z,MU,MU270115C01000000,1000.0,2027-01-15,call,252.18,10,252180.0,983.15,189,0.9008,0.6308,0.000592,-0.6815,2.6694,1.9052
226534021,2026-07-10T19:53:44.153487Z,MU,MU270115C00990000,990.0000000000001,2027-01-15,call,256.03,10,256030.0,983.15,189,0.9014,0.6367,0.000589,-0.6787,2.6551,1.9153
226533458,2026-07-10T19:53:43.318718Z,MU,MU260717C01030000,1030.0,2026-07-17,call,31.45,130,408850.0,983.15,7,0.9215,0.3843,0.003045,-3.4666,0.5202,0.0664
226531476,2026-07-10T19:53:34.564094Z,MU,MU260717P01000000,1000.0,2026-07-17,put,59.68,10,59680.0,983.15,7,0.9373,-0.5237,0.00312,-3.5594,0.5422,-0.1102
226530829,2026-07-10T19:53:26.323381Z,MU,MU260715P00990000,990.0000000000001,2026-07-15,put,43.65,134,584910.0,983.15,5,0.8788,-0.504,0.003945,-3.9677,0.459,-0.0739
226530828,2026-07-10T19:53:26.318404Z,MU,MU260713P00990000,990.0000000000001,2026-07-13,put,28.55,135,385425.0,983.15,3,0.7058,-0.5282,0.006326,-4.1048,0.3547,-0.045
226530667,2026-07-10T19:53:22.624994Z,MU,MU261016C01030000,1030.0,2026-10-16,call,173.09,3,51927.0,983.15,98,0.9269,0.5669,0.000833,-0.9949,2.0037,1.0316
226530666,2026-07-10T19:53:22.623957Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,180.11,3,54033.0,983.15,98,0.9239,0.5825,0.000829,-0.9858,1.9887,1.0541
226530665,2026-07-10T19:53:22.621843Z,MU,MU261016C00800000,800.0,2026-10-16,call,283.33,3,84999.0,983.15,98,0.9393,0.7554,0.000656,-0.8234,1.5999,1.2334
226530655,2026-07-10T19:53:22.099209Z,MU,MU260715P00990000,990.0000000000001,2026-07-15,put,43.23,26,112398.0,983.15,5,0.8697,-0.5045,0.003986,-3.9256,0.459,-0.0739
226530654,2026-07-10T19:53:22.096914Z,MU,MU260713P00990000,990.0000000000001,2026-07-13,put,28.25,26,73450.0,983.15,3,0.6973,-0.5288,0.006402,-4.0543,0.3547,-0.0451
226530484,2026-07-10T19:53:12.386860Z,MU,MU260715P00990000,990.0000000000001,2026-07-15,put,43.62,40,174480.0,983.15,5,0.8782,-0.5041,0.003948,-3.9647,0.459,-0.0739
226530483,2026-07-10T19:53:12.385338Z,MU,MU260713P00990000,990.0000000000001,2026-07-13,put,28.64,40,114560.0,983.15,3,0.7083,-0.528,0.006303,-4.12,0.3547,-0.045
226529186,2026-07-10T19:52:58.256687Z,MU,MU270115C01700000,1700.0,2027-01-15,call,93.0,70,651000.0,983.5,189,0.8923,0.3103,0.000559,-0.6158,2.4978,1.0987
226528402,2026-07-10T19:52:53.368426Z,MU,MU260731P00920000,920.0,2026-07-31,put,59.14,10,59140.0,983.5,21,0.9722,-0.3395,0.001597,-1.9511,0.8639,-0.2261
226528401,2026-07-10T19:52:53.367410Z,MU,MU260731P00910000,910.0,2026-07-31,put,55.68,10,55680.0,983.5,21,0.9807,-0.3232,0.001552,-1.9318,0.8471,-0.2149
226528395,2026-07-10T19:52:53.358758Z,MU,MU260713C00930000,930.0,2026-07-13,call,61.05,20,122100.0,983.5,3,0.7407,0.8084,0.00413,-3.0927,0.2432,0.0603
226528218,2026-07-10T19:52:52.342013Z,MU,MU260713P00960000,960.0,2026-07-13,put,15.6,200,312000.0,983.5,3,0.7341,-0.3438,0.005621,-3.9706,0.3281,-0.0291
226526778,2026-07-10T19:52:43.350162Z,MU,MU260713C00990000,990.0000000000001,2026-07-13,call,22.55,59,133045.0,983.5,3,0.7148,0.4747,0.006247,-4.2837,0.355,0.0365
226526777,2026-07-10T19:52:43.349140Z,MU,MU260713C00980000,980.0,2026-07-13,call,27.55,59,162545.0,983.5,3,0.7205,0.537,0.006184,-4.3145,0.3542,0.0411
226524705,2026-07-10T19:52:38.450643Z,MU,MU261016C00820000,820.0,2026-10-16,call,271.8,2,54360.0,983.5,98,0.9363,0.7396,0.00068,-0.8464,1.6542,1.2233
226524099,2026-07-10T19:52:37.633249Z,MU,MU261016C01240000,1240.0,2026-10-16,call,108.3,22,238260.0,983.5,98,0.9193,0.4118,0.000831,-0.9668,1.9832,0.7966
226523780,2026-07-10T19:52:37.177216Z,MU,MU261016C01160000,1160.0,2026-10-16,call,129.37,55,711535.0,983.5,98,0.9202,0.4671,0.000848,-0.9919,2.0262,0.8862
226523779,2026-07-10T19:52:37.176031Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,180.33,55,991815.0,983.5,98,0.924,0.5828,0.000829,-0.9861,1.9891,1.0548
226523778,2026-07-10T19:52:37.175064Z,MU,MU261016C00990000,990.0000000000001,2026-10-16,call,189.27,55,1040985.0,983.5,98,0.9291,0.5995,0.000816,-0.9829,1.9695,1.0749
226523777,2026-07-10T19:52:37.174027Z,MU,MU261016C00740000,740.0,2026-10-16,call,320.77,55,1764235.0,983.5,98,0.9457,0.8024,0.000577,-0.7412,1.4164,1.2576
226523774,2026-07-10T19:52:37.170080Z,MU,MU260713P00990000,990.0000000000001,2026-07-13,put,28.71,201,577071.0,983.5,3,0.7155,-0.5253,0.006241,-4.1661,0.355,-0.0448
226523287,2026-07-10T19:52:36.537865Z,MU,MU260717P00990000,990.0000000000001,2026-07-17,put,54.03,10,54030.0,983.5,7,0.9395,-0.4916,0.003117,-3.5791,0.5432,-0.1031
226520306,2026-07-10T19:52:22.880603Z,MU,MU270319C00850000,850.0,2027-03-19,call,349.31,2,69862.0,983.5,252,0.8967,0.7291,0.000452,-0.5269,2.7066,2.5389
226520305,2026-07-10T19:52:22.865269Z,MU,MU270219C00750000,750.0,2027-02-19,call,385.31,2,77062.0,983.5,224,0.911,0.7809,0.000421,-0.5099,2.2758,2.3488
226519844,2026-07-10T19:52:07.716612Z,MU,MU260918P02350000,2350.0,2026-09-18,put,1366.76,1,136676.0,983.5,70,1.2582,-0.9014,0.00032,-0.3943,0.7479,-4.3214
226519234,2026-07-10T19:51:56.296146Z,MU,MU261218C01240000,1240.0,2026-12-18,call,157.45,10,157450.0,983.75,161,0.8982,0.4775,0.000679,-0.7644,2.6024,1.3773
226519233,2026-07-10T19:51:56.295186Z,MU,MU261120C01240000,1240.0,2026-11-20,call,137.1,15,205650.0,983.75,133,0.9065,0.4524,0.000736,-0.8396,2.3522,1.1223
226519232,2026-07-10T19:51:56.294192Z,MU,MU261016C01240000,1240.0,2026-10-16,call,107.15,5,53575.0,983.75,98,0.913,0.4101,0.000835,-0.9597,1.9817,0.7956
226518503,2026-07-10T19:51:52.161204Z,MU,MU261016C01170000,1170.0,2026-10-16,call,125.3,55,689150.0,983.75,98,0.9134,0.4585,0.000852,-0.9827,2.0226,0.8746
226518502,2026-07-10T19:51:52.160108Z,MU,MU261016C01020000,1020.0,2026-10-16,call,176.55,25,441375.0,983.75,98,0.9236,0.5749,0.000832,-0.9893,1.9976,1.0445
226518501,2026-07-10T19:51:52.158957Z,MU,MU261016C01020000,1020.0,2026-10-16,call,176.55,30,529650.0,983.75,98,0.9236,0.5749,0.000832,-0.9893,1.9976,1.0445
226518500,2026-07-10T19:51:52.157918Z,MU,MU261016C01000000,1000.0,2026-10-16,call,184.45,55,1014475.0,983.75,98,0.9242,0.5911,0.000825,-0.9827,1.9803,1.0661
226518499,2026-07-10T19:51:52.157003Z,MU,MU261016C00740000,740.0,2026-10-16,call,321.76,55,1769680.0,983.75,98,0.9513,0.8019,0.000574,-0.7461,1.4187,1.2543
226515369,2026-07-10T19:51:36.055260Z,MU,MU260918P02350000,2350.0,2026-09-18,put,1365.91,1,136591.0,983.75,70,,,,,,
226513972,2026-07-10T19:51:33.963947Z,MU,MU261016C01170000,1170.0,2026-10-16,call,126.0,55,693000.0,983.75,98,0.9168,0.4594,0.000849,-0.9865,2.023,0.8751
226513971,2026-07-10T19:51:33.962979Z,MU,MU261016C01020000,1020.0,2026-10-16,call,177.22,55,974710.0,983.75,98,0.927,0.5753,0.000829,-0.9925,1.9972,1.0438
226513970,2026-07-10T19:51:33.962017Z,MU,MU261016C01000000,1000.0,2026-10-16,call,185.12,55,1018160.0,983.75,98,0.9276,0.5915,0.000821,-0.9859,1.9799,1.0653
226513969,2026-07-10T19:51:33.961062Z,MU,MU261016C00740000,740.0,2026-10-16,call,322.5,55,1773750.0,983.75,98,0.9565,0.8014,0.000572,-0.7509,1.421,1.2509
226513798,2026-07-10T19:51:33.734663Z,MU,MU261016C01160000,1160.0,2026-10-16,call,128.85,55,708675.0,983.75,98,0.917,0.4666,0.00085,-0.9888,2.0264,0.8865
226513797,2026-07-10T19:51:33.733814Z,MU,MU261016C01010000,1009.9999999999999,2026-10-16,call,180.88,55,994840.0,983.75,98,0.926,0.5832,0.000827,-0.9882,1.9891,1.0549
226513796,2026-07-10T19:51:33.732969Z,MU,MU261016C00990000,990.0000000000001,2026-10-16,call,189.65,55,1043075.0,983.75,98,0.9302,0.5998,0.000815,-0.9841,1.9696,1.0752
226513795,2026-07-10T19:51:33.732115Z,MU,MU261016C00740000,740.0,2026-10-16,call,322.6,55,1774300.0,983.75,98,0.9572,0.8013,0.000571,-0.7515,1.4213,1.2504
