ticker,underlying,strike,expiry,contract_type,last_price,volume_today,premium_today,underlying_price,dte,iv,delta,gamma,theta,vega,rho,last_trade_at,updated_at,is_call,dealer_gex_volw
TSLA260708C00462500,TSLA,462.5,2026-07-08,call,0.09,2552.0,40033.0,403.21,1,1.1319,0.0112,0.00123,-0.3516,0.0062,0.0001,2026-07-07T19:58:16.783390Z,2026-07-07T19:58:26.838135Z,True,-544705.501998504
TSLA260708P00462500,TSLA,462.5,2026-07-08,put,51.1,15.0,76650.0,412.47,9,0.5424,-0.9012,0.004951,-0.2874,0.1127,-0.1043,2026-06-29T19:44:30.977202Z,2026-06-29T19:45:00.699141Z,False,-12887.247402298499
TSLA260708C00465000,TSLA,465.0,2026-07-08,call,0.09,3563.0,38618.0,402.98,1,1.1744,0.0108,0.001154,-0.3545,0.006,0.0001,2026-07-07T19:59:46.134909Z,2026-07-07T19:59:58.103980Z,True,-713505.9707604599
TSLA260708P00465000,TSLA,465.0,2026-07-08,put,56.25,14.0,70590.0,408.94,1,1.2339,-0.9747,0.002235,-0.7234,0.0126,-0.0125,2026-07-07T14:54:34.716888Z,2026-07-07T14:54:51.349562Z,False,-5429.771375721
TSLA260708C00467500,TSLA,467.5,2026-07-08,call,0.06,1590.0,16939.0,402.84,1,1.1564,0.0076,0.00086,-0.2561,0.0044,0.0001,2026-07-07T19:34:29.104486Z,2026-07-07T19:34:35.121195Z,True,-237285.69444426
TSLA260708P00467500,TSLA,467.5,2026-07-08,put,41.8,15.0,62700.0,426.32,7,0.4663,-0.9165,0.005575,-0.2485,0.0906,-0.083,2026-07-01T19:20:04.030352Z,2026-07-01T19:20:06.830371Z,False,-14511.4934897625
TSLA260708C00470000,TSLA,470.0,2026-07-08,call,0.08,2309.0,18050.0,404.81,1,1.1995,0.0095,0.001004,-0.3249,0.0054,0.0001,2026-07-07T19:51:32.609987Z,2026-07-07T19:51:50.146791Z,True,-402284.80265151634
TSLA260708P00470000,TSLA,470.0,2026-07-08,put,61.77,106.0,613989.0,408.85,1,1.575,-0.9503,0.003044,-1.6736,0.022,-0.0123,2026-07-07T14:39:59.262207Z,2026-07-07T14:40:02.945462Z,False,-55992.066192893595
TSLA260708C00472500,TSLA,472.5,2026-07-08,call,0.07,755.0,5803.0,404.41,1,1.2236,0.0083,0.000874,-0.2934,0.0048,0.0001,2026-07-07T19:54:49.814337Z,2026-07-07T19:54:53.169236Z,True,-114507.61386056298
TSLA260708C00475000,TSLA,475.00000000000006,2026-07-08,call,0.06,2512.0,27824.0,404.57,1,1.2344,0.0072,0.00076,-0.2599,0.0042,0.0001,2026-07-07T19:55:47.736179Z,2026-07-07T19:55:54.836483Z,True,-331290.67206188804
TSLA260708C00477500,TSLA,477.5,2026-07-08,call,0.08,211.0,1553.0,407.39,1,1.2645,0.009,0.000904,-0.3292,0.0052,0.0001,2026-07-07T16:21:55.130256Z,2026-07-07T16:22:05.899872Z,True,-33099.9140712856
TSLA260708C00480000,TSLA,480.0,2026-07-08,call,0.05,445.0,3077.0,402.98,1,1.3047,0.0058,0.000598,-0.2267,0.0035,0.0001,2026-07-07T20:00:00.755036Z,2026-07-07T20:00:28.886359Z,True,-46178.218625539004
TSLA260708C00482500,TSLA,482.5,2026-07-08,call,0.05,758.0,5140.0,405.87,1,1.2909,0.0058,0.000602,-0.2266,0.0035,0.0001,2026-07-07T18:35:30.075735Z,2026-07-07T18:35:46.722323Z,True,-79184.7732529084
TSLA260708P00482500,TSLA,482.5,2026-07-08,put,80.5,1.0,8050.0,402.31,1,1.7586,-0.973,0.001682,-1.0951,0.0131,-0.0129,2026-07-07T19:18:33.042280Z,2026-07-07T19:18:50.874633Z,False,-291.8784101618
TSLA260708C00485000,TSLA,484.99999999999994,2026-07-08,call,0.05,2071.0,18443.0,404.41,1,1.3489,0.0056,0.00056,-0.2284,0.0034,0.0001,2026-07-07T19:54:11.173183Z,2026-07-07T19:54:22.817372Z,True,-201253.80794842396
TSLA260708C00487500,TSLA,487.5,2026-07-08,call,0.04,150.0,1067.0,404.41,1,1.3499,0.0046,0.000466,-0.1905,0.0028,0.0,2026-07-07T19:54:18.436278Z,2026-07-07T19:54:22.817372Z,True,-12129.786486510002
TSLA260708C00490000,TSLA,490.0,2026-07-08,call,0.04,1642.0,13975.0,407.03,1,1.3404,0.0046,0.000466,-0.1904,0.0028,0.0,2026-07-07T17:30:02.901583Z,2026-07-07T17:30:30.595945Z,True,-132780.7294056628
TSLA260708C00495000,TSLA,495.00000000000006,2026-07-08,call,0.03,184.0,1233.0,402.77,1,1.4313,0.0033,0.000333,-0.1519,0.0021,0.0,2026-07-07T19:35:07.258476Z,2026-07-07T19:35:35.720896Z,True,-10632.564772552802
TSLA260708C00500000,TSLA,500.0,2026-07-08,call,0.03,1297.0,5026.0,402.98,1,1.4901,0.0032,0.00031,-0.1531,0.0021,0.0,2026-07-07T19:59:53.442013Z,2026-07-07T19:59:58.103980Z,True,-69771.43422934301
TSLA260708P00500000,TSLA,500.0,2026-07-08,put,123.0,8.0,98400.0,377.13,13,0.8205,-0.9585,0.00152,-0.1397,0.0632,-0.1726,2026-06-25T14:51:39.965764Z,2026-06-25T14:52:07.208959Z,False,-2110.131669184
TSLA260708C00505000,TSLA,504.99999999999994,2026-07-08,call,0.04,2321.0,8514.0,403.36,1,1.5902,0.0039,0.000348,-0.1966,0.0025,0.0,2026-07-07T19:47:56.339570Z,2026-07-07T19:48:17.494816Z,True,-140162.0255142492
TSLA260708C00510000,TSLA,510.0,2026-07-08,call,0.03,276.0,1119.0,403.47,1,1.6039,0.003,0.00027,-0.1552,0.0019,0.0,2026-07-07T18:57:48.115626Z,2026-07-07T18:58:02.210109Z,True,-12931.497696348
TSLA260708C00515000,TSLA,515.0,2026-07-08,call,0.05,111.0,497.0,406.11,1,1.7079,0.0045,0.000363,-0.2398,0.0028,0.0,2026-07-07T17:18:04.207332Z,2026-07-07T17:18:20.569097Z,True,-6992.067051515698
TSLA260708C00520000,TSLA,520.0,2026-07-08,call,0.01,321.0,796.0,402.77,1,1.5728,0.0011,0.000111,-0.0612,0.0008,0.0,2026-07-07T19:34:36.277713Z,2026-07-07T19:35:05.428089Z,True,-6183.067557951901
TSLA260708P00520000,TSLA,520.0,2026-07-08,put,127.5,30.0,353500.0,392.06,6,0.9616,-0.9749,0.001174,-0.1812,0.0305,-0.0838,2026-07-02T16:31:57.573450Z,2026-07-02T16:32:22.039770Z,False,-6111.7464957779985
TSLA260708C00525000,TSLA,525.0,2026-07-08,call,0.01,118.0,286.0,403.54,1,1.6153,0.0011,0.000106,-0.0615,0.0008,0.0,2026-07-07T19:46:38.272292Z,2026-07-07T19:46:45.447187Z,True,-2170.5203057692
TSLA260708C00530000,TSLA,530.0,2026-07-08,call,0.02,314.0,698.0,402.91,1,1.7785,0.0019,0.00016,-0.1126,0.0013,0.0,2026-07-07T19:58:42.160204Z,2026-07-07T19:58:57.174231Z,True,-8718.175580576002
TSLA260708C00535000,TSLA,535.0,2026-07-08,call,0.01,719.0,719.0,402.52,1,1.7346,0.001,9.3e-05,-0.0622,0.0007,0.0,2026-07-07T19:23:15.144168Z,2026-07-07T19:23:26.570895Z,True,-11603.468283168299
TSLA260708C00540000,TSLA,540.0,2026-07-08,call,0.01,270.0,380.0,402.52,1,1.7861,0.001,8.8e-05,-0.0625,0.0007,0.0,2026-07-07T19:23:27.250700Z,2026-07-07T19:23:56.753344Z,True,-4123.086222024
TSLA260708C00545000,TSLA,545.0,2026-07-08,call,0.02,594.0,778.0,403.09,1,1.9379,0.0017,0.000137,-0.1143,0.0012,0.0,2026-07-07T19:44:34.180326Z,2026-07-07T19:44:43.965781Z,True,-14121.570310432198
TSLA260708C00550000,TSLA,550.0,2026-07-08,call,0.01,1517.0,1566.0,402.84,1,1.8826,0.0009,8e-05,-0.063,0.0007,0.0,2026-07-07T19:27:41.214641Z,2026-07-07T19:28:00.820491Z,True,-21059.669356264003
TSLA260708P00550000,TSLA,550.0,2026-07-08,put,143.75,2.0,28750.0,406.43,1,2.5404,-0.9864,0.000645,-0.8755,0.0074,-0.0149,2026-07-07T18:30:28.881650Z,2026-07-07T18:30:43.750718Z,False,-223.854428721
TSLA260708C00555000,TSLA,555.0,2026-07-08,call,0.01,265.0,516.0,404.81,1,1.9048,0.0009,7.8e-05,-0.0632,0.0007,0.0,2026-07-07T19:51:35.876883Z,2026-07-07T19:51:50.146791Z,True,-3586.8767764830004
TSLA260708C00560000,TSLA,560.0,2026-07-08,call,0.01,34.0,36.0,406.57,1,1.9295,0.0009,7.5e-05,-0.0634,0.0007,0.0,2026-07-07T15:48:48.407290Z,2026-07-07T15:49:11.803790Z,True,-442.50294049499996
TSLA260708C00565000,TSLA,565.0,2026-07-08,call,0.01,33.0,33.0,403.09,1,2.0265,0.0009,7e-05,-0.0638,0.0006,0.0,2026-07-07T19:44:41.103809Z,2026-07-07T19:44:43.965781Z,True,-400.85560491900003
TSLA260708C00570000,TSLA,570.0,2026-07-08,call,0.02,15.0,123.0,405.1,2,1.5312,0.0016,0.000111,-0.0584,0.0015,0.0,2026-07-06T14:21:36.558720Z,2026-07-06T14:22:01.773734Z,True,-288.9283905585
TSLA260708C00575000,TSLA,575.0,2026-07-08,call,0.04,7.0,19.0,414.0,1,2.2228,0.0029,0.000182,-0.2107,0.0019,0.0,2026-07-07T13:51:16.496385Z,2026-07-07T13:51:18.443927Z,True,-221.07793968259998
TSLA260708C00580000,TSLA,580.0,2026-07-08,call,0.01,4.0,4.0,418.05,1,1.9649,0.0009,6.9e-05,-0.0638,0.0006,0.0,2026-07-07T13:32:58.562327Z,2026-07-07T13:33:11.395673Z,True,-47.8944359124
TSLA260708C00585000,TSLA,585.0,2026-07-08,call,0.04,3.0,14.0,418.25,2,1.5996,0.0028,0.000173,-0.106,0.0026,0.0001,2026-07-06T17:17:01.235981Z,2026-07-06T17:17:31.498676Z,True,-90.0623631831
TSLA260708C00590000,TSLA,590.0,2026-07-08,call,0.01,1.0,1.0,411.78,1,2.1424,0.0008,6.1e-05,-0.0646,0.0006,0.0,2026-07-07T14:04:36.214338Z,2026-07-07T14:04:40.684527Z,True,-10.585364458899999
TSLA260708C00595000,TSLA,595.0,2026-07-08,call,0.02,1.0,2.0,416.85,2,1.5851,0.0015,9.9e-05,-0.059,0.0015,0.0,2026-07-06T16:13:45.226826Z,2026-07-06T16:13:49.536382Z,True,-17.1795259251
TSLA260708C00600000,TSLA,600.0,2026-07-08,call,0.03,27.0,86.0,414.69,2,1.6989,0.002,0.000124,-0.0841,0.002,0.0,2026-07-06T18:15:58.117668Z,2026-07-06T18:16:25.531185Z,True,-580.9803312852001
TSLA260708P00600000,TSLA,600.0,2026-07-08,put,193.75,1.0,19375.0,406.43,1,3.1598,-0.9884,0.00045,-0.9423,0.0064,-0.0163,2026-07-07T18:30:29.139200Z,2026-07-07T18:30:43.750718Z,False,-78.088754205
TSLA260708C00610000,TSLA,610.0,2026-07-08,call,0.06,1.0,6.0,426.46,7,0.9385,0.0037,0.000197,-0.0434,0.0065,0.0003,2026-07-01T19:37:59.224323Z,2026-07-01T19:38:00.601123Z,True,-34.1855212853
TSLA260708C00620000,TSLA,620.0,2026-07-08,call,0.04,4.0,16.0,426.46,7,0.9392,0.0025,0.000141,-0.031,0.0046,0.0002,2026-07-01T19:38:05.380269Z,2026-07-01T19:38:31.638078Z,True,-97.87123860360002
TSLA260708C00630000,TSLA,630.0,2026-07-08,call,0.02,9.0,18.0,417.56,2,1.8057,0.0013,7.7e-05,-0.0604,0.0013,0.0,2026-07-06T16:22:44.215158Z,2026-07-06T16:23:03.035398Z,True,-120.2566814757
TSLA260708P00630000,TSLA,630.0,2026-07-08,put,206.35,1.0,20635.0,424.61,7,1.5606,-0.9567,0.001001,-0.5268,0.054,-0.1175,2026-07-01T13:31:08.292972Z,2026-07-01T13:31:31.428465Z,False,-173.70409546489998
TSLA260708C00640000,TSLA,640.0,2026-07-08,call,0.05,1.0,5.0,426.62,7,1.0302,0.0028,0.000143,-0.038,0.0051,0.0002,2026-07-01T19:38:57.251202Z,2026-07-01T19:39:02.153523Z,True,-24.814870780699998
TSLA260708P00640000,TSLA,640.0,2026-07-08,put,237.25,1.0,23725.0,402.98,1,3.7513,-0.988,0.000395,-1.1574,0.0066,-0.0174,2026-07-07T19:59:51.813189Z,2026-07-07T19:59:58.103980Z,False,-68.5445731355
TSLA260708C00650000,TSLA,650.0,2026-07-08,call,0.01,4.0,4.0,407.92,1,2.7127,0.0007,4e-05,-0.067,0.0005,0.0,2026-07-07T15:17:45.915651Z,2026-07-07T15:18:15.166172Z,True,-27.764890384
TSLA260708P00650000,TSLA,650.0,2026-07-08,put,242.62,10.0,242620.0,407.4,6,1.6405,-0.9827,0.0005,-0.2267,0.0224,-0.1057,2026-07-02T14:20:10.346294Z,2026-07-02T14:20:37.282248Z,False,-867.6528245
TSLA260708C00660000,TSLA,660.0,2026-07-08,call,0.04,1.0,4.0,426.62,7,1.0772,0.0022,0.00011,-0.0318,0.0041,0.0002,2026-07-01T19:39:22.216528Z,2026-07-01T19:39:32.466522Z,True,-19.088362139
TSLA260708C00670000,TSLA,670.0,2026-07-08,call,0.02,10.0,20.0,414.51,1,2.9384,0.0012,6.1e-05,-0.1236,0.0008,0.0,2026-07-07T13:46:03.923914Z,2026-07-07T13:46:08.170557Z,True,-105.853644589
TSLA260708C00680000,TSLA,680.0,2026-07-08,call,0.04,1.0,4.0,390.5,9,1.1854,0.002,8.7e-05,-0.0255,0.0039,0.0002,2026-06-29T13:44:21.801587Z,2026-06-29T13:44:30.776479Z,True,-15.0971591463
TSLA260708C00690000,TSLA,690.0,2026-07-08,call,0.08,1.0,8.0,406.8,1,3.6233,0.0036,0.000139,-0.4125,0.0023,0.0,2026-07-07T17:38:31.609361Z,2026-07-07T17:38:38.695536Z,True,-24.1207485211
TSLA260708C00700000,TSLA,700.0,2026-07-08,call,0.01,1.0,1.0,415.74,1,2.9985,0.0006,3.2e-05,-0.0683,0.0005,0.0,2026-07-07T13:31:26.248187Z,2026-07-07T13:31:36.767423Z,True,-5.552978076799999
TSLA260708C00710000,TSLA,710.0,2026-07-08,call,0.03,5.0,15.0,422.88,8,1.1466,0.0015,6.9e-05,-0.0224,0.0031,0.0001,2026-06-30T19:02:38.213327Z,2026-06-30T19:03:04.191532Z,True,-59.868044890499995
TSLA260708C00720000,TSLA,720.0,2026-07-08,call,0.01,2.0,8.0,406.8,1,3.2634,0.0006,2.9e-05,-0.0691,0.0004,0.0,2026-07-07T17:38:31.805153Z,2026-07-07T17:38:38.695536Z,True,-10.064772764199999
TSLA260708C00730000,TSLA,730.0,2026-07-08,call,0.01,2.0,9.0,406.5,1,3.3388,0.0006,2.7e-05,-0.0693,0.0004,0.0,2026-07-07T17:36:38.240026Z,2026-07-07T17:37:06.930840Z,True,-9.370650504599999
TSLA260708C00740000,TSLA,740.0,2026-07-08,call,0.01,2.0,9.0,406.86,1,3.4044,0.0005,2.6e-05,-0.0696,0.0004,0.0,2026-07-07T17:22:20.980576Z,2026-07-07T17:22:25.205488Z,True,-9.023589374799998
TSLA260708C00750000,TSLA,750.0,2026-07-08,call,0.01,2.0,7.0,409.18,1,3.4429,0.0005,2.6e-05,-0.0698,0.0004,0.0,2026-07-07T17:07:53.184347Z,2026-07-07T17:08:12.448141Z,True,-9.023589374799998
TSLA260708C00760000,TSLA,760.0,2026-07-08,call,0.15,1.0,15.0,411.09,8,1.5529,0.0053,0.000162,-0.0907,0.0093,0.0004,2026-06-30T13:38:08.104847Z,2026-06-30T13:38:24.451341Z,True,-28.1119515138
TSLA260708P00760000,TSLA,760.0,2026-07-08,put,342.55,1.0,34255.0,417.68,2,3.4074,-0.9877,0.000304,-0.7501,0.0099,-0.0414,2026-07-06T19:50:45.217780Z,2026-07-06T19:50:56.278858Z,False,-52.75329172960001
TSLA260708C00770000,TSLA,770.0,2026-07-08,call,0.01,5.0,5.0,417.65,2,2.4517,0.0005,2.4e-05,-0.035,0.0006,0.0,2026-07-06T16:44:14.309667Z,2026-07-06T16:44:41.263094Z,True,-20.823667787999998
TSLA260708C00780000,TSLA,780.0,2026-07-08,call,0.01,15.0,15.0,415.74,1,3.5588,0.0005,2.3e-05,-0.0703,0.0004,0.0,2026-07-07T13:30:38.157115Z,2026-07-07T13:31:04.664384Z,True,-59.868044890499995
TSLA260710P00080000,TSLA,80.0,2026-07-10,put,0.01,10.0,10.0,393.45,4,4.5919,-0.0002,4e-06,-0.017,0.0003,-0.0,2026-07-06T13:30:30.647814Z,2026-07-06T13:31:03.832847Z,False,-6.941222596
TSLA260710P00090000,TSLA,90.0,2026-07-10,put,0.01,1.0,1.0,391.05,8,3.0002,-0.0002,4e-06,-0.0085,0.0005,-0.0,2026-07-02T19:30:04.706866Z,2026-07-02T19:30:34.528087Z,False,-0.6941222595999998
TSLA260710P00100000,TSLA,100.0,2026-07-10,put,0.01,6605.0,6605.0,426.58,9,2.7762,-0.0002,4e-06,-0.0076,0.0005,-0.0,2026-07-01T19:40:29.059335Z,2026-07-01T19:40:33.429315Z,False,-4584.677524658
TSLA260710P00110000,TSLA,110.0,2026-07-10,put,0.01,300.0,300.0,426.31,9,2.5962,-0.0002,5e-06,-0.0076,0.0005,-0.0,2026-07-01T19:44:31.233107Z,2026-07-01T19:44:38.715484Z,False,-260.29584735000003
TSLA260710P00120000,TSLA,120.0,2026-07-10,put,0.01,498.0,498.0,426.58,9,2.4344,-0.0002,5e-06,-0.0076,0.0006,-0.0,2026-07-01T19:40:25.844766Z,2026-07-01T19:40:33.429315Z,False,-432.091106601
TSLA260710C00130000,TSLA,130.0,2026-07-10,call,276.71,2.0,55377.0,406.48,3,4.9619,0.9971,4.8e-05,-0.2855,0.0033,0.0106,2026-07-07T15:20:16.073540Z,2026-07-07T15:20:16.870565Z,True,-16.658934230400003
TSLA260710C00140000,TSLA,140.0,2026-07-10,call,253.28,6.0,151850.0,392.78,1,4.7262,0.9966,5.9e-05,-0.3173,0.0038,0.0114,2026-07-09T13:37:33.583188Z,2026-07-09T13:37:55.795500Z,True,-61.42981997460001
TSLA260710P00140000,TSLA,140.0,2026-07-10,put,0.01,1.0,1.0,399.36,4,3.0484,-0.0003,8e-06,-0.0168,0.0004,-0.0,2026-07-06T13:31:28.341284Z,2026-07-06T13:31:35.202778Z,False,-1.3882445191999997
TSLA260710P00150000,TSLA,150.0,2026-07-10,put,0.01,572.0,607.0,391.9,8,1.9849,-0.0003,1e-05,-0.0083,0.0007,-0.0,2026-07-02T19:45:26.735054Z,2026-07-02T19:45:53.096795Z,False,-992.5948312280001
TSLA260710P00160000,TSLA,160.0,2026-07-10,put,0.01,1.0,1.0,402.85,2,3.812,-0.0003,1e-05,-0.0333,0.0003,-0.0,2026-07-08T13:30:25.817259Z,2026-07-08T13:30:52.183990Z,False,-1.735305649
TSLA260710C00170000,TSLA,170.0,2026-07-10,call,224.89,1.0,22489.0,394.84,2,3.4422,0.9997,1.1e-05,-0.0484,0.0003,0.0093,2026-07-08T16:56:14.309511Z,2026-07-08T16:56:18.123925Z,True,-1.9088362139000001
TSLA260710P00170000,TSLA,170.0,2026-07-10,put,0.02,3.0,6.0,395.13,2,3.697,-0.0006,2.1e-05,-0.0605,0.0007,-0.0,2026-07-08T13:53:41.677038Z,2026-07-08T13:53:43.529744Z,False,-10.932425588700001
TSLA260710C00180000,TSLA,180.0,2026-07-10,call,212.67,26.0,552942.0,392.33,8,2.105,0.9961,9.5e-05,-0.1108,0.0068,0.039,2026-07-02T18:41:14.162186Z,2026-07-02T18:41:39.389002Z,True,-428.620495303
TSLA260710P00180000,TSLA,180.0,2026-07-10,put,0.01,183.0,183.0,398.08,2,3.3006,-0.0004,1.4e-05,-0.0329,0.0004,-0.0,2026-07-08T13:33:46.473742Z,2026-07-08T13:34:02.584325Z,False,-444.5853072738
TSLA260710C00190000,TSLA,190.0,2026-07-10,call,226.54,2.0,45308.0,416.32,4,2.892,0.997,7.3e-05,-0.1689,0.004,0.0207,2026-07-06T19:00:09.462310Z,2026-07-06T19:00:33.330319Z,True,-25.3354624754
TSLA260710P00190000,TSLA,190.0,2026-07-10,put,0.01,6.0,6.0,395.73,2,3.0636,-0.0004,1.6e-05,-0.0327,0.0004,-0.0,2026-07-08T14:29:41.059822Z,2026-07-08T14:30:04.474882Z,False,-16.658934230400003
TSLA260710C00200000,TSLA,200.0,2026-07-10,call,192.74,1.0,19274.0,392.25,2,4.172,0.9903,0.000215,-0.8127,0.0076,0.0107,2026-07-08T18:24:08.468981Z,2026-07-08T18:24:26.946567Z,True,-37.309071453499996
TSLA260710P00200000,TSLA,200.0,2026-07-10,put,0.01,1.0,1.0,392.43,1,3.9988,-0.0004,1.9e-05,-0.065,0.0003,-0.0,2026-07-09T14:20:20.769482Z,2026-07-09T14:20:47.171059Z,False,-3.2970807331000005
TSLA260710C00210000,TSLA,210.0,2026-07-10,call,182.26,27.0,492102.0,392.12,8,1.5887,0.9986,4.4e-05,-0.0538,0.0032,0.0516,2026-07-02T18:04:31.051193Z,2026-07-02T18:04:52.027180Z,True,-206.1543111012
TSLA260710P00210000,TSLA,210.0,2026-07-10,put,0.02,1.0,2.0,393.16,4,1.9757,-0.0009,3.6e-05,-0.0295,0.0012,-0.0,2026-07-06T13:36:22.016726Z,2026-07-06T13:36:22.863836Z,False,-6.2471003364
TSLA260710C00220000,TSLA,220.0,2026-07-10,call,187.25,7.0,128589.0,406.9,1,4.3037,0.9975,8.6e-05,-0.383,0.0017,0.006,2026-07-09T18:23:37.142746Z,2026-07-09T18:24:02.078002Z,True,-104.4654000698
TSLA260710P00220000,TSLA,220.0,2026-07-10,put,0.01,8.0,8.0,394.19,1,3.4852,-0.0005,2.5e-05,-0.0642,0.0004,-0.0,2026-07-09T13:50:43.193444Z,2026-07-09T13:50:55.152715Z,False,-34.70611298
TSLA260710C00230000,TSLA,230.0,2026-07-10,call,174.0,4.0,70600.0,404.32,3,2.3113,0.9976,8.9e-05,-0.1353,0.0028,0.0188,2026-07-07T18:51:27.215893Z,2026-07-07T18:51:57.129622Z,True,-61.7768811044
TSLA260710P00230000,TSLA,230.0,2026-07-10,put,0.01,339.0,1186.0,392.8,2,2.2736,-0.0005,2.9e-05,-0.0318,0.0006,-0.0,2026-07-08T19:30:32.209106Z,2026-07-08T19:30:47.174959Z,False,-1705.9789835319
TSLA260710P00240000,TSLA,240.0,2026-07-10,put,0.01,2.0,2.0,392.54,1,2.9698,-0.0006,3.4e-05,-0.0632,0.0004,-0.0,2026-07-09T13:38:38.310695Z,2026-07-09T13:38:58.335126Z,False,-11.8000784132
TSLA260710C00250000,TSLA,250.0,2026-07-10,call,155.05,3.0,45493.0,404.79,1,3.9739,0.9923,0.000253,-0.9258,0.0045,0.0068,2026-07-09T17:36:51.301312Z,2026-07-09T17:36:54.801911Z,True,-131.7096987591
TSLA260710P00250000,TSLA,250.0,2026-07-10,put,0.01,30.0,30.0,393.58,1,2.7522,-0.0006,3.9e-05,-0.0627,0.0005,-0.0,2026-07-09T14:14:33.692749Z,2026-07-09T14:14:38.377118Z,False,-203.030760933
TSLA260710C00255000,TSLA,255.0,2026-07-10,call,139.92,1.0,13992.0,394.12,1,4.3506,0.9786,0.00057,-2.3279,0.0106,0.0067,2026-07-09T14:28:32.482857Z,2026-07-09T14:29:00.047410Z,True,-98.912421993
TSLA260710P00255000,TSLA,255.0,2026-07-10,put,0.01,6.0,6.0,393.92,1,2.6442,-0.0007,4.2e-05,-0.0624,0.0005,-0.0,2026-07-09T13:30:55.911127Z,2026-07-09T13:31:04.435812Z,False,-43.729702354800004
TSLA260710C00260000,TSLA,260.0,2026-07-10,call,136.03,4.0,54273.0,395.87,1,3.2781,0.9944,0.000235,-0.5746,0.0033,0.0071,2026-07-09T15:35:48.364978Z,2026-07-09T15:35:56.648291Z,True,-163.118731006
TSLA260710P00260000,TSLA,260.0,2026-07-10,put,0.01,105.0,106.0,406.28,1,2.7029,-0.0006,3.8e-05,-0.0629,0.0005,-0.0,2026-07-09T19:11:45.664112Z,2026-07-09T19:12:09.614644Z,False,-692.386953951
TSLA260710C00265000,TSLA,265.0,2026-07-10,call,131.12,4.0,52310.0,395.87,1,3.3574,0.9912,0.000344,-0.8641,0.005,0.0072,2026-07-09T15:35:48.366094Z,2026-07-09T15:35:56.648291Z,True,-238.77805730240001
TSLA260710P00265000,TSLA,265.0,2026-07-10,put,0.01,174.0,266.0,407.02,1,2.6045,-0.0006,4.1e-05,-0.0626,0.0005,-0.0,2026-07-09T19:05:46.621966Z,2026-07-09T19:06:04.892487Z,False,-1237.9670499965998
TSLA260710C00270000,TSLA,270.0,2026-07-10,call,122.78,1.0,12278.0,392.2,2,2.5228,0.9819,0.000608,-0.8481,0.0129,0.0144,2026-07-08T14:53:19.463080Z,2026-07-08T14:53:36.212519Z,True,-105.50658345920002
TSLA260710P00270000,TSLA,270.0,2026-07-10,put,0.01,136.0,137.0,404.13,1,2.4589,-0.0007,4.6e-05,-0.0622,0.0005,-0.0,2026-07-09T19:55:05.018351Z,2026-07-09T19:55:17.564491Z,False,-1085.6072140144001
TSLA260710P00275000,TSLA,275.0,2026-07-10,put,0.01,91.0,153.0,400.94,1,2.3103,-0.0007,5.3e-05,-0.0617,0.0005,-0.0,2026-07-09T16:44:25.438354Z,2026-07-09T16:44:35.428913Z,False,-836.9379145127
TSLA260710P00280000,TSLA,280.0,2026-07-10,put,0.01,529.0,1155.0,406.28,1,2.2804,-0.0007,5.3e-05,-0.0617,0.0005,-0.0,2026-07-09T19:11:43.090147Z,2026-07-09T19:12:09.614644Z,False,-4865.2764481013
TSLA260710C00285000,TSLA,285.0,2026-07-10,call,112.19,3.0,33650.0,396.76,1,3.0764,0.9837,0.000638,-1.3366,0.0085,0.0076,2026-07-09T14:03:13.065889Z,2026-07-09T14:03:16.605378Z,True,-332.13750121859994
TSLA260710P00285000,TSLA,285.0,2026-07-10,put,0.01,615.0,1872.0,405.32,1,2.1659,-0.0008,5.8e-05,-0.0613,0.0006,-0.0,2026-07-09T18:14:35.859662Z,2026-07-09T18:14:57.135003Z,False,-6189.835249983
TSLA260710C00290000,TSLA,290.0,2026-07-10,call,114.23,8.0,87947.0,404.0,1,2.7817,0.9906,0.000428,-0.7758,0.0053,0.0078,2026-07-09T19:53:10.439408Z,2026-07-09T19:53:15.458421Z,True,-594.1686542176
TSLA260710P00290000,TSLA,290.0,2026-07-10,put,0.01,322.0,382.0,405.96,1,2.0748,-0.0008,6.3e-05,-0.061,0.0006,-0.0,2026-07-09T19:38:40.984626Z,2026-07-09T19:39:04.151494Z,False,-3520.2410395614
TSLA260710C00295000,TSLA,295.0,2026-07-10,call,109.33,4.0,41969.0,404.0,1,2.8091,0.9865,0.00058,-1.0597,0.0073,0.0079,2026-07-09T19:53:10.440576Z,2026-07-09T19:53:15.458421Z,True,-402.590910568
TSLA260710P00295000,TSLA,295.0,2026-07-10,put,0.01,129.0,246.0,406.19,1,1.9796,-0.0008,6.9e-05,-0.0607,0.0006,-0.0,2026-07-09T19:58:59.247883Z,2026-07-09T19:59:22.211460Z,False,-1544.5955581749
TSLA260710C00300000,TSLA,300.0,2026-07-10,call,106.0,13.0,128972.0,405.32,1,3.0547,0.9752,0.000897,-1.9197,0.0123,0.0079,2026-07-09T18:14:51.240106Z,2026-07-09T18:14:57.135003Z,True,-2023.5399172989
TSLA260710P00300000,TSLA,300.0,2026-07-10,put,0.01,399.0,966.0,404.94,1,1.8654,-0.0009,7.7e-05,-0.0602,0.0006,-0.0,2026-07-09T19:46:38.004979Z,2026-07-09T19:46:40.128226Z,False,-5331.3795454227
