ticker,underlying,strike,expiry,contract_type,last_price,volume_today,premium_today,underlying_price,dte,iv,delta,gamma,theta,vega,rho,last_trade_at,updated_at
TSLA260708P00372500,TSLA,372.5,2026-07-08,put,0.08,1422,14128.0,403.05,1,0.7014,-0.0151,0.002567,-0.2804,0.008,-0.0002,2026-07-07T19:56:34.977136Z,2026-07-07T19:56:55.716285Z
TSLA260708C00375000,TSLA,375.0,2026-07-08,call,33.05,282,1061331.0,408.23,1,0.8029,0.9764,0.003256,-0.5218,0.0119,0.01,2026-07-07T18:03:04.167444Z,2026-07-07T18:03:28.049103Z
TSLA260708P00375000,TSLA,375.0,2026-07-08,put,0.11,5319,56928.0,402.98,1,0.6802,-0.0206,0.003454,-0.3545,0.0105,-0.0002,2026-07-07T19:59:54.349001Z,2026-07-07T19:59:58.103980Z
TSLA260708C00377500,TSLA,377.5,2026-07-08,call,27.24,446,1610479.0,404.81,1,0.8063,0.9474,0.006298,-0.9584,0.0227,0.0097,2026-07-07T19:52:02.843635Z,2026-07-07T19:52:20.530359Z
TSLA260708P00377500,TSLA,377.5,2026-07-08,put,0.13,1191,18796.0,402.98,1,0.6437,-0.025,0.004311,-0.3961,0.0123,-0.0003,2026-07-07T20:00:02.881335Z,2026-07-07T20:00:28.886359Z
TSLA260708C00380000,TSLA,380.0,2026-07-08,call,24.6,1275,3736317.0,404.57,1,0.7328,0.9416,0.007544,-0.9461,0.0246,0.0098,2026-07-07T19:54:05.521026Z,2026-07-07T19:54:22.817372Z
TSLA260708P00380000,TSLA,380.0,2026-07-08,put,0.17,11901,203272.0,402.98,1,0.6166,-0.0329,0.005651,-0.4763,0.0155,-0.0004,2026-07-07T20:00:03.558218Z,2026-07-07T20:00:28.886359Z
TSLA260708C00382500,TSLA,382.5,2026-07-08,call,20.35,700,2330348.0,402.98,1,0.5093,0.9936,0.001659,-0.1452,0.0039,0.0104,2026-07-07T20:00:01.545546Z,2026-07-07T20:00:28.886359Z
TSLA260708P00382500,TSLA,382.5,2026-07-08,put,0.22,2959,73713.0,402.98,1,0.5871,-0.043,0.007383,-0.564,0.0193,-0.0005,2026-07-07T20:00:03.118872Z,2026-07-07T20:00:28.886359Z
TSLA260708C00385000,TSLA,385.0,2026-07-08,call,18.72,1372,3161287.0,403.54,1,0.4911,0.9677,0.006982,-0.4214,0.0153,0.0102,2026-07-07T19:46:45.105087Z,2026-07-07T19:46:45.447187Z
TSLA260708P00385000,TSLA,385.0,2026-07-08,put,0.3,13098,393856.0,402.98,1,0.5626,-0.0583,0.009819,-0.6884,0.0246,-0.0007,2026-07-07T20:00:03.853442Z,2026-07-07T20:00:28.886359Z
TSLA260708C00387500,TSLA,387.5,2026-07-08,call,17.07,224,535298.0,403.42,1,0.7246,0.8608,0.014492,-1.7369,0.0468,0.009,2026-07-07T19:50:14.509500Z,2026-07-07T19:50:18.818196Z
TSLA260708P00387500,TSLA,387.5,2026-07-08,put,0.45,8439,379332.0,402.98,1,0.5499,-0.0839,0.01328,-0.8891,0.0325,-0.0009,2026-07-07T20:00:03.412998Z,2026-07-07T20:00:28.886359Z
TSLA260708C00390000,TSLA,390.0,2026-07-08,call,13.46,5059,9829375.0,402.98,1,0.476,0.9085,0.016377,-0.8691,0.0347,0.0097,2026-07-07T19:59:53.917413Z,2026-07-07T19:59:58.103980Z
TSLA260708P00390000,TSLA,390.0,2026-07-08,put,0.66,44913,2695235.0,402.98,1,0.5357,-0.1178,0.017473,-1.1094,0.0416,-0.0013,2026-07-07T20:00:02.454956Z,2026-07-07T20:00:28.886359Z
TSLA260708C00392500,TSLA,392.5,2026-07-08,call,11.29,1489,2095257.0,402.91,1,0.4945,0.8483,0.022529,-1.2659,0.0496,0.0091,2026-07-07T19:58:37.215324Z,2026-07-07T19:58:57.174231Z
TSLA260708P00392500,TSLA,392.5,2026-07-08,put,0.99,36290,2995303.0,402.98,1,0.5277,-0.1655,0.022342,-1.3758,0.0525,-0.0019,2026-07-07T20:00:03.597864Z,2026-07-07T20:00:28.886359Z
TSLA260708C00395000,TSLA,395.0,2026-07-08,call,9.25,3788,4959803.0,402.98,1,0.4831,0.7906,0.028236,-1.5039,0.0607,0.0085,2026-07-07T20:00:01.421306Z,2026-07-07T20:00:28.886359Z
TSLA260708P00395000,TSLA,395.0,2026-07-08,put,1.47,60764,6654158.0,402.98,1,0.5231,-0.227,0.02732,-1.6514,0.0636,-0.0025,2026-07-07T20:00:03.478502Z,2026-07-07T20:00:28.886359Z
TSLA260708C00397500,TSLA,397.5,2026-07-08,call,7.5,1591,1522644.0,402.98,1,0.4984,0.7063,0.032756,-1.8439,0.0726,0.0076,2026-07-07T19:59:55.002624Z,2026-07-07T19:59:58.103980Z
TSLA260708P00397500,TSLA,397.5,2026-07-08,put,2.09,36180,5526953.0,402.98,1,0.5147,-0.2993,0.031996,-1.8702,0.0733,-0.0034,2026-07-07T20:00:03.742290Z,2026-07-07T20:00:28.886359Z
TSLA260708C00400000,TSLA,400.0,2026-07-08,call,5.95,19300,15408525.0,402.98,1,0.5088,0.6166,0.035573,-2.0785,0.0805,0.0066,2026-07-07T20:00:02.696723Z,2026-07-07T20:00:28.886359Z
TSLA260708P00400000,TSLA,400.0,2026-07-08,put,2.95,101085,21868791.0,402.98,1,0.5124,-0.3841,0.03534,-2.045,0.0806,-0.0043,2026-07-07T20:00:03.420516Z,2026-07-07T20:00:28.886359Z
TSLA260708C00402500,TSLA,402.5,2026-07-08,call,4.58,9479,5844171.0,402.98,1,0.5125,0.5249,0.03683,-2.1778,0.084,0.0057,2026-07-07T20:00:03.897176Z,2026-07-07T20:00:28.886359Z
TSLA260708P00402500,TSLA,402.5,2026-07-08,put,4.05,43506,13123325.0,402.98,1,0.5125,-0.4751,0.036833,-2.128,0.084,-0.0054,2026-07-07T20:00:03.507900Z,2026-07-07T20:00:28.886359Z
TSLA260708C00405000,TSLA,405.0,2026-07-08,call,3.45,42394,25706971.0,402.98,1,0.5174,0.4339,0.036051,-2.1681,0.083,0.0047,2026-07-07T20:00:03.318056Z,2026-07-07T20:00:28.886359Z
TSLA260708P00405000,TSLA,405.0,2026-07-08,put,5.45,83120,31517950.0,402.98,1,0.521,-0.5656,0.035809,-2.1337,0.083,-0.0064,2026-07-07T20:00:02.577324Z,2026-07-07T20:00:28.886359Z
TSLA260708C00407500,TSLA,407.5,2026-07-08,call,2.55,46374,21540202.0,402.98,1,0.5237,0.3487,0.033489,-2.06,0.078,0.0038,2026-07-07T20:00:03.868039Z,2026-07-07T20:00:28.886359Z
TSLA260708P00407500,TSLA,407.5,2026-07-08,put,7.2,67907,32247132.0,402.98,1,0.5467,-0.6447,0.032294,-2.1141,0.0785,-0.0073,2026-07-07T20:00:01.624310Z,2026-07-07T20:00:28.886359Z
TSLA260708C00410000,TSLA,410.0,2026-07-08,call,1.85,79102,32956750.0,402.98,1,0.5305,0.273,0.029714,-1.8737,0.0701,0.003,2026-07-07T20:00:03.079461Z,2026-07-07T20:00:28.886359Z
TSLA260708P00410000,TSLA,410.0,2026-07-08,put,8.75,59864,32854983.0,402.98,1,0.5206,-0.7309,0.03006,-1.7747,0.0696,-0.0083,2026-07-07T20:00:03.123271Z,2026-07-07T20:00:28.886359Z
TSLA260708C00412500,TSLA,412.5,2026-07-08,call,1.35,24876,9056085.0,402.98,1,0.5428,0.2109,0.025235,-1.6644,0.0609,0.0023,2026-07-07T20:00:03.580909Z,2026-07-07T20:00:28.886359Z
TSLA260708P00412500,TSLA,412.5,2026-07-08,put,11.1,31594,19780468.0,402.98,1,0.5877,-0.7702,0.02448,-1.8415,0.064,-0.0088,2026-07-07T20:00:01.517820Z,2026-07-07T20:00:28.886359Z
TSLA260708C00415000,TSLA,415.0,2026-07-08,call,1.0,62537,17497889.0,402.98,1,0.5597,0.1625,0.020816,-1.4587,0.0518,0.0018,2026-07-07T20:00:03.038181Z,2026-07-07T20:00:28.886359Z
TSLA260708P00415000,TSLA,415.0,2026-07-08,put,13.3,37285,28843089.0,402.98,1,0.6205,-0.8119,0.020605,-1.7231,0.0569,-0.0093,2026-07-07T19:59:55.719330Z,2026-07-07T19:59:58.103980Z
TSLA260708C00417500,TSLA,417.5,2026-07-08,call,0.75,24889,7213025.0,402.98,1,0.5789,0.1253,0.016885,-1.2649,0.0435,0.0014,2026-07-07T20:00:02.743196Z,2026-07-07T20:00:28.886359Z
TSLA260708P00417500,TSLA,417.5,2026-07-08,put,15.2,8960,7743156.0,402.98,1,0.5746,-0.8765,0.016839,-1.1914,0.043,-0.0101,2026-07-07T20:00:03.585198Z,2026-07-07T20:00:28.886359Z
TSLA260708C00420000,TSLA,420.0,2026-07-08,call,0.58,72481,17079010.0,402.98,1,0.6023,0.0981,0.01362,-1.1039,0.0365,0.0011,2026-07-07T20:00:03.826512Z,2026-07-07T20:00:28.886359Z
TSLA260708P00420000,TSLA,420.0,2026-07-08,put,17.5,20388,22919262.0,402.98,1,0.5888,-0.9071,0.013391,-0.9855,0.0351,-0.0105,2026-07-07T20:00:03.454236Z,2026-07-07T20:00:28.886359Z
TSLA260708C00422500,TSLA,422.5,2026-07-08,call,0.45,17750,2768184.0,402.98,1,0.6248,0.0769,0.010946,-0.9543,0.0304,0.0008,2026-07-07T20:00:03.202018Z,2026-07-07T20:00:28.886359Z
TSLA260708P00422500,TSLA,422.5,2026-07-08,put,20.03,3491,4411874.0,404.57,1,0.945,-0.8022,0.013898,-2.7401,0.0589,-0.0094,2026-07-07T19:55:21.126378Z,2026-07-07T19:55:23.366869Z
TSLA260708C00425000,TSLA,425.0,2026-07-08,call,0.37,35222,5035998.0,402.98,1,0.6542,0.0626,0.008928,-0.853,0.026,0.0007,2026-07-07T20:00:03.343593Z,2026-07-07T20:00:28.886359Z
TSLA260708P00425000,TSLA,425.0,2026-07-08,put,22.61,2961,5112722.0,402.98,1,0.7445,-0.9103,0.010315,-1.2239,0.0342,-0.0107,2026-07-07T19:59:55.306204Z,2026-07-07T19:59:58.103980Z
TSLA260708C00427500,TSLA,427.5,2026-07-08,call,0.31,9155,1051341.0,402.98,1,0.6843,0.0518,0.007349,-0.7681,0.0224,0.0006,2026-07-07T20:00:03.856384Z,2026-07-07T20:00:28.886359Z
TSLA260708P00427500,TSLA,427.5,2026-07-08,put,25.25,11824,22784521.0,402.98,1,0.846,-0.9047,0.009491,-1.4631,0.0357,-0.0107,2026-07-07T19:59:59.484822Z,2026-07-07T20:00:28.886359Z
TSLA260708C00430000,TSLA,430.0,2026-07-08,call,0.26,26360,2488573.0,402.98,1,0.7129,0.043,0.006072,-0.6885,0.0193,0.0005,2026-07-07T20:00:03.547030Z,2026-07-07T20:00:28.886359Z
TSLA260708P00430000,TSLA,430.0,2026-07-08,put,27.45,11433,26129637.0,404.57,1,1.1546,-0.8356,0.01013,-2.9828,0.0524,-0.01,2026-07-07T19:55:47.248374Z,2026-07-07T19:55:54.836483Z
TSLA260708C00432500,TSLA,432.5,2026-07-08,call,0.23,6593,520105.0,402.98,1,0.7469,0.0371,0.005143,-0.6401,0.0171,0.0004,2026-07-07T19:59:56.964845Z,2026-07-07T19:59:58.103980Z
TSLA260708P00432500,TSLA,432.5,2026-07-08,put,29.22,32,74015.0,403.44,1,0.7271,-0.9645,0.005092,-0.5487,0.0165,-0.0115,2026-07-07T19:38:44.171591Z,2026-07-07T19:39:09.038684Z
TSLA260708C00435000,TSLA,435.0,2026-07-08,call,0.2,12277,772894.0,402.98,1,0.7772,0.0317,0.004346,-0.5854,0.015,0.0003,2026-07-07T19:59:59.665248Z,2026-07-07T20:00:28.886359Z
TSLA260708P00435000,TSLA,435.0,2026-07-08,put,30.35,606,1271786.0,403.42,1,0.7706,-0.969,0.004305,-0.5169,0.0148,-0.0116,2026-07-07T19:50:48.355986Z,2026-07-07T19:50:49.340463Z
TSLA260708C00437500,TSLA,437.5,2026-07-08,call,0.18,3920,218126.0,402.98,1,0.8106,0.0279,0.003743,-0.5484,0.0135,0.0003,2026-07-07T20:00:01.567515Z,2026-07-07T20:00:28.886359Z
TSLA260708P00437500,TSLA,437.5,2026-07-08,put,34.2,34,102268.0,403.15,1,0.816,-0.9493,0.005994,-0.8565,0.0223,-0.0114,2026-07-07T19:43:26.233959Z,2026-07-07T19:43:42.290745Z
TSLA260708C00440000,TSLA,440.0,2026-07-08,call,0.17,14008,641689.0,402.98,1,0.8491,0.0254,0.003312,-0.5324,0.0125,0.0003,2026-07-07T20:00:01.703210Z,2026-07-07T20:00:28.886359Z
TSLA260708P00440000,TSLA,440.0,2026-07-08,put,35.25,1190,3437918.0,404.9,1,0.835,-0.9698,0.003869,-0.5531,0.0145,-0.0117,2026-07-07T18:47:29.126378Z,2026-07-07T18:47:53.648859Z
TSLA260708C00442500,TSLA,442.5,2026-07-08,call,0.16,2278,87119.0,402.98,1,0.8862,0.0232,0.00294,-0.5148,0.0116,0.0003,2026-07-07T19:59:54.785393Z,2026-07-07T19:59:58.103980Z
TSLA260708P00442500,TSLA,442.5,2026-07-08,put,32.85,3,9876.0,409.55,1,0.8068,-0.9678,0.004183,-0.5705,0.0155,-0.0118,2026-07-07T14:55:45.388816Z,2026-07-07T14:55:52.397971Z
TSLA260708C00445000,TSLA,445.0,2026-07-08,call,0.14,5337,129729.0,402.98,1,0.9121,0.0201,0.00253,-0.4691,0.0103,0.0002,2026-07-07T19:59:54.677445Z,2026-07-07T19:59:58.103980Z
TSLA260708P00445000,TSLA,445.0,2026-07-08,put,42.77,10,38864.0,402.27,1,0.8758,-0.9852,0.002025,-0.2901,0.0079,-0.012,2026-07-07T19:21:38.108251Z,2026-07-07T19:21:54.384121Z
TSLA260708C00447500,TSLA,447.5,2026-07-08,call,0.14,3730,61616.0,402.98,1,0.9554,0.0193,0.002333,-0.4747,0.0099,0.0002,2026-07-07T19:59:27.688821Z,2026-07-07T19:59:58.103980Z
TSLA260708P00447500,TSLA,447.5,2026-07-08,put,44.85,1,4485.0,402.98,1,1.1291,-0.9592,0.003677,-0.9898,0.0185,-0.0118,2026-07-07T19:59:52.475231Z,2026-07-07T19:59:58.103980Z
TSLA260708C00450000,TSLA,450.0,2026-07-08,call,0.13,8358,170762.0,402.91,1,0.9889,0.0175,0.002077,-0.4526,0.0091,0.0002,2026-07-07T19:59:19.096507Z,2026-07-07T19:59:27.466758Z
TSLA260708P00450000,TSLA,450.0,2026-07-08,put,41.0,6,22623.0,408.85,1,1.9251,-0.7876,0.00697,-5.992,0.0627,-0.0101,2026-07-07T15:12:39.139457Z,2026-07-07T15:12:39.223990Z
TSLA260708C00452500,TSLA,452.5,2026-07-08,call,0.13,1083,17909.0,404.41,1,1.0022,0.0173,0.002016,-0.4545,0.0091,0.0002,2026-07-07T19:54:29.155302Z,2026-07-07T19:54:53.169236Z
TSLA260708P00452500,TSLA,452.5,2026-07-08,put,38.09,4,15086.0,417.28,1,1.5454,-0.8314,0.007457,-4.2006,0.055,-0.0105,2026-07-07T13:38:59.542563Z,2026-07-07T13:39:26.301508Z
TSLA260708C00455000,TSLA,455.0,2026-07-08,call,0.11,3337,38530.0,402.91,1,1.0478,0.0144,0.001651,-0.4037,0.0077,0.0002,2026-07-07T19:59:19.339670Z,2026-07-07T19:59:27.466758Z
TSLA260708P00455000,TSLA,455.0,2026-07-08,put,51.9,10,45090.0,403.21,1,1.1051,-0.9802,0.002058,-0.5046,0.0101,-0.0123,2026-07-07T19:58:03.807225Z,2026-07-07T19:58:26.838135Z
TSLA260708C00457500,TSLA,457.5,2026-07-08,call,0.12,2462,47641.0,403.21,1,1.0955,0.0149,0.00163,-0.4365,0.008,0.0002,2026-07-07T19:57:27.736270Z,2026-07-07T19:57:56.373252Z
TSLA260708P00457500,TSLA,457.5,2026-07-08,put,54.4,12,57275.0,403.21,1,1.1476,-0.9808,0.00193,-0.5106,0.0099,-0.0123,2026-07-07T19:58:01.409320Z,2026-07-07T19:58:26.838135Z
TSLA260708C00460000,TSLA,460.0,2026-07-08,call,0.1,5136,76291.0,402.98,1,1.1125,0.0125,0.001379,-0.3803,0.0068,0.0001,2026-07-07T19:59:54.285872Z,2026-07-07T19:59:58.103980Z
TSLA260708P00460000,TSLA,460.0,2026-07-08,put,51.1,3,13600.0,408.87,1,1.6819,-0.8402,0.00658,-4.4427,0.0534,-0.0108,2026-07-07T16:49:43.968964Z,2026-07-07T16:49:57.896806Z
TSLA260708C00462500,TSLA,462.5,2026-07-08,call,0.09,2552,40033.0,403.21,1,1.1319,0.0112,0.00123,-0.3516,0.0062,0.0001,2026-07-07T19:58:16.783390Z,2026-07-07T19:58:26.838135Z
TSLA260708P00462500,TSLA,462.5,2026-07-08,put,51.1,15,76650.0,412.47,9,0.5424,-0.9012,0.004951,-0.2874,0.1127,-0.1043,2026-06-29T19:44:30.977202Z,2026-06-29T19:45:00.699141Z
TSLA260708C00465000,TSLA,465.0,2026-07-08,call,0.09,3563,38618.0,402.98,1,1.1744,0.0108,0.001154,-0.3545,0.006,0.0001,2026-07-07T19:59:46.134909Z,2026-07-07T19:59:58.103980Z
TSLA260708P00465000,TSLA,465.0,2026-07-08,put,56.25,14,70590.0,408.94,1,1.2339,-0.9747,0.002235,-0.7234,0.0126,-0.0125,2026-07-07T14:54:34.716888Z,2026-07-07T14:54:51.349562Z
TSLA260708C00467500,TSLA,467.5,2026-07-08,call,0.06,1590,16939.0,402.84,1,1.1564,0.0076,0.00086,-0.2561,0.0044,0.0001,2026-07-07T19:34:29.104486Z,2026-07-07T19:34:35.121195Z
TSLA260708P00467500,TSLA,467.5,2026-07-08,put,41.8,15,62700.0,426.32,7,0.4663,-0.9165,0.005575,-0.2485,0.0906,-0.083,2026-07-01T19:20:04.030352Z,2026-07-01T19:20:06.830371Z
TSLA260708C00470000,TSLA,470.0,2026-07-08,call,0.08,2309,18050.0,404.81,1,1.1995,0.0095,0.001004,-0.3249,0.0054,0.0001,2026-07-07T19:51:32.609987Z,2026-07-07T19:51:50.146791Z
TSLA260708P00470000,TSLA,470.0,2026-07-08,put,61.77,106,613989.0,408.85,1,1.575,-0.9503,0.003044,-1.6736,0.022,-0.0123,2026-07-07T14:39:59.262207Z,2026-07-07T14:40:02.945462Z
TSLA260708C00472500,TSLA,472.5,2026-07-08,call,0.07,755,5803.0,404.41,1,1.2236,0.0083,0.000874,-0.2934,0.0048,0.0001,2026-07-07T19:54:49.814337Z,2026-07-07T19:54:53.169236Z
TSLA260708C00475000,TSLA,475.00000000000006,2026-07-08,call,0.06,2512,27824.0,404.57,1,1.2344,0.0072,0.00076,-0.2599,0.0042,0.0001,2026-07-07T19:55:47.736179Z,2026-07-07T19:55:54.836483Z
TSLA260708C00477500,TSLA,477.5,2026-07-08,call,0.08,211,1553.0,407.39,1,1.2645,0.009,0.000904,-0.3292,0.0052,0.0001,2026-07-07T16:21:55.130256Z,2026-07-07T16:22:05.899872Z
TSLA260708C00480000,TSLA,480.0,2026-07-08,call,0.05,445,3077.0,402.98,1,1.3047,0.0058,0.000598,-0.2267,0.0035,0.0001,2026-07-07T20:00:00.755036Z,2026-07-07T20:00:28.886359Z
TSLA260708C00482500,TSLA,482.5,2026-07-08,call,0.05,758,5140.0,405.87,1,1.2909,0.0058,0.000602,-0.2266,0.0035,0.0001,2026-07-07T18:35:30.075735Z,2026-07-07T18:35:46.722323Z
TSLA260708P00482500,TSLA,482.5,2026-07-08,put,80.5,1,8050.0,402.31,1,1.7586,-0.973,0.001682,-1.0951,0.0131,-0.0129,2026-07-07T19:18:33.042280Z,2026-07-07T19:18:50.874633Z
TSLA260708C00485000,TSLA,484.99999999999994,2026-07-08,call,0.05,2071,18443.0,404.41,1,1.3489,0.0056,0.00056,-0.2284,0.0034,0.0001,2026-07-07T19:54:11.173183Z,2026-07-07T19:54:22.817372Z
TSLA260708C00487500,TSLA,487.5,2026-07-08,call,0.04,150,1067.0,404.41,1,1.3499,0.0046,0.000466,-0.1905,0.0028,0.0,2026-07-07T19:54:18.436278Z,2026-07-07T19:54:22.817372Z
TSLA260708C00490000,TSLA,490.0,2026-07-08,call,0.04,1642,13975.0,407.03,1,1.3404,0.0046,0.000466,-0.1904,0.0028,0.0,2026-07-07T17:30:02.901583Z,2026-07-07T17:30:30.595945Z
TSLA260708C00495000,TSLA,495.00000000000006,2026-07-08,call,0.03,184,1233.0,402.77,1,1.4313,0.0033,0.000333,-0.1519,0.0021,0.0,2026-07-07T19:35:07.258476Z,2026-07-07T19:35:35.720896Z
TSLA260708C00500000,TSLA,500.0,2026-07-08,call,0.03,1297,5026.0,402.98,1,1.4901,0.0032,0.00031,-0.1531,0.0021,0.0,2026-07-07T19:59:53.442013Z,2026-07-07T19:59:58.103980Z
TSLA260708P00500000,TSLA,500.0,2026-07-08,put,123.0,8,98400.0,377.13,13,0.8205,-0.9585,0.00152,-0.1397,0.0632,-0.1726,2026-06-25T14:51:39.965764Z,2026-06-25T14:52:07.208959Z
TSLA260708C00505000,TSLA,504.99999999999994,2026-07-08,call,0.04,2321,8514.0,403.36,1,1.5902,0.0039,0.000348,-0.1966,0.0025,0.0,2026-07-07T19:47:56.339570Z,2026-07-07T19:48:17.494816Z
TSLA260708P00505000,TSLA,504.99999999999994,2026-07-08,put,124.8,1,12480.0,379.65,12,,,,,,,2026-06-26T19:50:04.268847Z,2026-06-26T19:50:06.296753Z
TSLA260708C00510000,TSLA,510.0,2026-07-08,call,0.03,276,1119.0,403.47,1,1.6039,0.003,0.00027,-0.1552,0.0019,0.0,2026-07-07T18:57:48.115626Z,2026-07-07T18:58:02.210109Z
TSLA260708C00515000,TSLA,515.0,2026-07-08,call,0.05,111,497.0,406.11,1,1.7079,0.0045,0.000363,-0.2398,0.0028,0.0,2026-07-07T17:18:04.207332Z,2026-07-07T17:18:20.569097Z
TSLA260708C00520000,TSLA,520.0,2026-07-08,call,0.01,321,796.0,402.77,1,1.5728,0.0011,0.000111,-0.0612,0.0008,0.0,2026-07-07T19:34:36.277713Z,2026-07-07T19:35:05.428089Z
TSLA260708P00520000,TSLA,520.0,2026-07-08,put,127.5,30,353500.0,392.06,6,0.9616,-0.9749,0.001174,-0.1812,0.0305,-0.0838,2026-07-02T16:31:57.573450Z,2026-07-02T16:32:22.039770Z
TSLA260708C00525000,TSLA,525.0,2026-07-08,call,0.01,118,286.0,403.54,1,1.6153,0.0011,0.000106,-0.0615,0.0008,0.0,2026-07-07T19:46:38.272292Z,2026-07-07T19:46:45.447187Z
TSLA260708C00530000,TSLA,530.0,2026-07-08,call,0.02,314,698.0,402.91,1,1.7785,0.0019,0.00016,-0.1126,0.0013,0.0,2026-07-07T19:58:42.160204Z,2026-07-07T19:58:57.174231Z
TSLA260708C00535000,TSLA,535.0,2026-07-08,call,0.01,719,719.0,402.52,1,1.7346,0.001,9.3e-05,-0.0622,0.0007,0.0,2026-07-07T19:23:15.144168Z,2026-07-07T19:23:26.570895Z
TSLA260708C00540000,TSLA,540.0,2026-07-08,call,0.01,270,380.0,402.52,1,1.7861,0.001,8.8e-05,-0.0625,0.0007,0.0,2026-07-07T19:23:27.250700Z,2026-07-07T19:23:56.753344Z
TSLA260708C00545000,TSLA,545.0,2026-07-08,call,0.02,594,778.0,403.09,1,1.9379,0.0017,0.000137,-0.1143,0.0012,0.0,2026-07-07T19:44:34.180326Z,2026-07-07T19:44:43.965781Z
TSLA260708C00550000,TSLA,550.0,2026-07-08,call,0.01,1517,1566.0,402.84,1,1.8826,0.0009,8e-05,-0.063,0.0007,0.0,2026-07-07T19:27:41.214641Z,2026-07-07T19:28:00.820491Z
TSLA260708P00550000,TSLA,550.0,2026-07-08,put,143.75,2,28750.0,406.43,1,2.5404,-0.9864,0.000645,-0.8755,0.0074,-0.0149,2026-07-07T18:30:28.881650Z,2026-07-07T18:30:43.750718Z
TSLA260708C00555000,TSLA,555.0,2026-07-08,call,0.01,265,516.0,404.81,1,1.9048,0.0009,7.8e-05,-0.0632,0.0007,0.0,2026-07-07T19:51:35.876883Z,2026-07-07T19:51:50.146791Z
TSLA260708C00560000,TSLA,560.0,2026-07-08,call,0.01,34,36.0,406.57,1,1.9295,0.0009,7.5e-05,-0.0634,0.0007,0.0,2026-07-07T15:48:48.407290Z,2026-07-07T15:49:11.803790Z
TSLA260708C00565000,TSLA,565.0,2026-07-08,call,0.01,33,33.0,403.09,1,2.0265,0.0009,7e-05,-0.0638,0.0006,0.0,2026-07-07T19:44:41.103809Z,2026-07-07T19:44:43.965781Z
TSLA260708C00570000,TSLA,570.0,2026-07-08,call,0.02,15,123.0,405.1,2,1.5312,0.0016,0.000111,-0.0584,0.0015,0.0,2026-07-06T14:21:36.558720Z,2026-07-06T14:22:01.773734Z
TSLA260708C00575000,TSLA,575.0,2026-07-08,call,0.04,7,19.0,414.0,1,2.2228,0.0029,0.000182,-0.2107,0.0019,0.0,2026-07-07T13:51:16.496385Z,2026-07-07T13:51:18.443927Z
TSLA260708C00580000,TSLA,580.0,2026-07-08,call,0.01,4,4.0,418.05,1,1.9649,0.0009,6.9e-05,-0.0638,0.0006,0.0,2026-07-07T13:32:58.562327Z,2026-07-07T13:33:11.395673Z
TSLA260708C00585000,TSLA,585.0,2026-07-08,call,0.04,3,14.0,418.25,2,1.5996,0.0028,0.000173,-0.106,0.0026,0.0001,2026-07-06T17:17:01.235981Z,2026-07-06T17:17:31.498676Z
TSLA260708C00590000,TSLA,590.0,2026-07-08,call,0.01,1,1.0,411.78,1,2.1424,0.0008,6.1e-05,-0.0646,0.0006,0.0,2026-07-07T14:04:36.214338Z,2026-07-07T14:04:40.684527Z
TSLA260708C00595000,TSLA,595.0,2026-07-08,call,0.02,1,2.0,416.85,2,1.5851,0.0015,9.9e-05,-0.059,0.0015,0.0,2026-07-06T16:13:45.226826Z,2026-07-06T16:13:49.536382Z
TSLA260708C00600000,TSLA,600.0,2026-07-08,call,0.03,27,86.0,414.69,2,1.6989,0.002,0.000124,-0.0841,0.002,0.0,2026-07-06T18:15:58.117668Z,2026-07-06T18:16:25.531185Z
TSLA260708P00600000,TSLA,600.0,2026-07-08,put,193.75,1,19375.0,406.43,1,3.1598,-0.9884,0.00045,-0.9423,0.0064,-0.0163,2026-07-07T18:30:29.139200Z,2026-07-07T18:30:43.750718Z
TSLA260708C00610000,TSLA,610.0,2026-07-08,call,0.06,1,6.0,426.46,7,0.9385,0.0037,0.000197,-0.0434,0.0065,0.0003,2026-07-01T19:37:59.224323Z,2026-07-01T19:38:00.601123Z
TSLA260708C00620000,TSLA,620.0,2026-07-08,call,0.04,4,16.0,426.46,7,0.9392,0.0025,0.000141,-0.031,0.0046,0.0002,2026-07-01T19:38:05.380269Z,2026-07-01T19:38:31.638078Z
TSLA260708C00630000,TSLA,630.0,2026-07-08,call,0.02,9,18.0,417.56,2,1.8057,0.0013,7.7e-05,-0.0604,0.0013,0.0,2026-07-06T16:22:44.215158Z,2026-07-06T16:23:03.035398Z
TSLA260708P00630000,TSLA,630.0,2026-07-08,put,206.35,1,20635.0,424.61,7,1.5606,-0.9567,0.001001,-0.5268,0.054,-0.1175,2026-07-01T13:31:08.292972Z,2026-07-01T13:31:31.428465Z
TSLA260708C00640000,TSLA,640.0,2026-07-08,call,0.05,1,5.0,426.62,7,1.0302,0.0028,0.000143,-0.038,0.0051,0.0002,2026-07-01T19:38:57.251202Z,2026-07-01T19:39:02.153523Z
TSLA260708P00640000,TSLA,640.0,2026-07-08,put,237.25,1,23725.0,402.98,1,3.7513,-0.988,0.000395,-1.1574,0.0066,-0.0174,2026-07-07T19:59:51.813189Z,2026-07-07T19:59:58.103980Z
TSLA260708C00650000,TSLA,650.0,2026-07-08,call,0.01,4,4.0,407.92,1,2.7127,0.0007,4e-05,-0.067,0.0005,0.0,2026-07-07T15:17:45.915651Z,2026-07-07T15:18:15.166172Z
