final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1622803.025982018,0.6228030259820181,0.28727537859502994,-0.09446262461168681,1.6206930560659647,3.0412,1.1199,0.5934065934065934,1.8037,2.6324,5,8.2,91,4.251131,-3.628328,-1.4537
