timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2018-01-02,0.0,1000000.0,0.0,1000000.0,0.0
2018-01-03,0.0,1000000.0,0.0,1006325.1563661178,-0.006325156366117746
2018-01-04,0.0,1000000.0,0.0,1010566.6423111924,-0.004214826508353253
2018-01-05,0.0,1000000.0,0.0,1017301.1296057532,-0.0066640704458234
2018-01-08,0.0,1000000.0,0.0,1019161.4563551603,-0.0018286883748257488
2018-01-09,0.0,1000000.0,0.0,1021468.2433571718,-0.002263416642797056
2018-01-10,0.0,1000000.0,0.0,1019905.5189277228,0.0015298805808321436
2018-01-11,0.0,1000000.0,0.0,1027346.8259253514,-0.007296074841767641
2018-01-12,0.0,1000000.0,0.0,1034044.0703504173,-0.006518971252997829
2018-01-16,0.0,1000000.0,0.0,1030509.4041084102,0.0034182936137424624
2018-01-17,0.0,1000000.0,0.0,1040331.8703017064,-0.00953166089910118
2018-01-18,0.0,1000000.0,0.0,1038583.2721607841,0.0016808080102507228
2018-01-19,0.0,1000000.0,0.0,1043308.4612279582,-0.004549648731914546
2018-01-22,0.0,1000000.0,0.0,1051791.5466634415,-0.008130946647838755
2018-01-23,0.0,1000000.0,0.0,1054023.9614717967,-0.002122487878360557
2018-01-24,0.0,1000000.0,0.0,1053614.6305433535,0.00038835068594800237
2018-01-25,0.0,1000000.0,0.0,1054061.0907959577,-0.0004237415081964624
2018-01-26,0.0,1000000.0,0.0,1066264.8297302553,-0.01157782887620118
2018-01-29,0.0,1000000.0,0.0,1059195.6107915747,0.00662989038142503
2018-01-30,0.0,1000000.0,0.0,1048331.3661604238,0.010257071045669863
2018-01-31,0.0,1000000.0,0.0,1048852.1986066843,-0.0004968204358588579
2018-02-01,0.0013137622052445952,1001313.7622052445,0.0,1047661.5622361836,0.0024489425214820892
2018-02-02,-0.021769894876390916,979515.2668637529,-0.021769894876390906,1024854.0516665323,2.7197460616967817e-08
2018-02-05,-0.041822487959036425,938549.5014096512,-0.06268191166908994,981992.050691178,5.341225028931973e-08
2018-02-06,0.019702214300940213,957041.0048184647,-0.04421466982464678,1001339.4943031459,-2.626032524766231e-08
2018-02-07,-0.005424848661333304,951849.2022046342,-0.049399660593570566,995907.3719875705,7.0908666716107405e-09
2018-02-08,-0.037508853611975645,916146.4298184648,-0.08505558956786068,958551.9790667815,4.92955682940277e-08
2018-02-09,0.01502150277352654,929908.3259549394,-0.07131174956893163,972950.8899399394,-2.0511184972704655e-08
