final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1176288.75,0.176289,0.087834,-0.118791,0.4677,0.7394,0.2226,16,0.5,2.1867
