final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2222914.3016290856,1.2229143016290855,0.5168744586843881,-0.27576027653668406,1.154861470159241,1.8744,1.2611,0.553030303030303,1.0644,1.317,7,5.0,396,4.251131,-3.028216,-0.8625
