final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1711956.9012478457,0.7119569012478457,0.32369010916713714,-0.11312622260719349,1.389291882915245,2.8613,0.6505,0.8333333333333334,3.9372,19.6862,1,12.7,12,4.928149,-4.216192,-1.2423
