timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2025-01-08,NVDA.US,call,140.0,2025-01-22,buy,4.6586,169,0.0,2025-01-08
2025-01-13,NVDA.US,call,140.0,2025-01-22,close,1.104,169,-60072.5975,2025-01-08
2025-01-24,NVDA.US,call,143.0,2025-02-07,buy,4.7883,150,0.0,2025-01-24
2025-01-27,NVDA.US,call,143.0,2025-02-07,close,0.3987,150,-65845.0517,2025-01-24
