timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-20,MSTR.US,call,152.0,2024-10-04,buy,5.7288,85,0.0,2024-09-20
2024-09-24,MSTR.US,call,152.0,2024-10-04,close,8.745,85,25637.1319,2024-09-20
2024-10-15,MSTR.US,call,204.0,2024-10-29,buy,8.6164,49,0.0,2024-10-15
2024-10-16,MSTR.US,call,204.0,2024-10-29,close,8.0919,49,-2569.9325,2024-10-15
2024-10-23,COIN.US,call,209.0,2024-11-06,buy,7.0077,57,0.0,2024-10-23
2024-10-24,MARA.US,call,19.0,2024-11-07,buy,0.5267,500,0.0,2024-10-24
2024-10-28,MARA.US,call,19.0,2024-11-07,close,0.8356,500,15446.5738,2024-10-24
2024-10-30,COIN.US,call,209.0,2024-11-06,close,10.0943,57,17593.7334,2024-10-23
2024-11-26,MARA.US,call,26.0,2024-12-10,buy,2.2716,269,0.0,2024-11-26
2024-12-04,MARA.US,call,26.0,2024-12-10,close,1.8479,269,-11397.2241,2024-11-26
2025-01-23,MARA.US,call,21.0,2025-02-06,buy,0.9601,500,0.0,2025-01-23
2025-01-30,COIN.US,call,316.0,2025-02-13,buy,10.0401,30,0.0,2025-01-30
2025-01-30,MARA.US,call,21.0,2025-02-06,close,0.3193,500,-32040.2007,2025-01-23
2025-02-05,COIN.US,call,316.0,2025-02-13,close,0.6916,30,-28045.4703,2025-01-30
