final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
975734.96,-0.024265,-0.016158,-0.043818,-0.6824,-0.3688,-0.1927,14,0.2857,0.6943
