final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
2103523.44,1.103523,0.470463,-0.129682,1.3073,3.6278,0.7108,10,0.6,5.1838
