final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1734490.0409343059,0.7344900409343058,0.33274909279891385,-0.09562453199639025,1.8151885969312838,3.4797,1.3034,0.6020408163265306,1.9028,2.8785,5,8.2,98,4.251131,-3.516641,-1.3893
