timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-11-15,GME.US,call,27.0,2024-11-29,buy,0.9032,731,0.0,2024-11-15
2024-11-19,GME.US,call,27.0,2024-11-29,close,1.2585,731,25968.3156,2024-11-15
2024-11-20,GME.US,call,28.0,2024-12-04,buy,1.4,635,0.0,2024-11-20
2024-11-21,GME.US,call,28.0,2024-12-04,close,1.0305,635,-23465.3859,2024-11-20
2025-05-21,GME.US,call,28.0,2025-06-04,buy,0.9217,880,0.0,2025-05-21
2025-05-28,GME.US,call,28.0,2025-06-04,close,3.3301,880,211941.5302,2025-05-21
2025-05-29,GME.US,call,30.0,2025-06-12,buy,1.2197,303,0.0,2025-05-29
2025-05-30,GME.US,call,30.0,2025-06-12,close,1.2738,303,1637.7574,2025-05-29
2025-09-03,GME.US,call,23.0,2025-09-17,buy,0.3952,519,0.0,2025-09-03
2025-09-12,GME.US,call,23.0,2025-09-17,close,1.9469,519,80534.1151,2025-09-03
