final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1037529.33,0.037529,0.019287,-0.022411,0.4581,0.8606,0.317,14,0.2857,6.6077
