timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-17,ARM.US,call,137.0,2024-10-08,buy,9.3791,97,0.0,2024-09-17
2024-09-18,TSLA.US,call,227.0,2024-10-09,buy,12.4166,63,0.0,2024-09-18
2024-09-23,ARM.US,call,137.0,2024-10-08,close,9.8025,97,4106.5726,2024-09-17
2024-09-25,TSLA.US,call,227.0,2024-10-09,close,32.1147,63,124098.3096,2024-09-18
2024-10-21,ARM.US,call,152.0,2024-11-11,buy,8.1952,98,0.0,2024-10-21
2024-10-22,ARM.US,call,152.0,2024-11-11,close,8.1194,98,-742.7263,2024-10-21
2024-11-15,TSLA.US,call,321.0,2024-12-06,buy,28.0772,30,0.0,2024-11-15
2024-11-19,TSLA.US,call,321.0,2024-12-06,close,40.819,30,38225.4742,2024-11-15
2024-12-06,ARM.US,call,141.0,2024-12-27,buy,6.9604,93,0.0,2024-12-06
2024-12-17,ARM.US,call,141.0,2024-12-27,close,5.2032,93,-16341.4828,2024-12-06
2025-01-15,ARM.US,call,147.0,2025-02-05,buy,8.1021,81,0.0,2025-01-15
2025-01-24,ARM.US,call,147.0,2025-02-05,close,18.3247,81,82803.0257,2025-01-15
2025-01-28,ARM.US,call,149.0,2025-02-18,buy,11.6935,56,0.0,2025-01-28
2025-01-29,ARM.US,call,149.0,2025-02-18,close,10.3444,56,-7555.0814,2025-01-28
