final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
1097968.97,0.097969,0.049655,-0.054833,0.6299,0.9056,0.1593,10,1.0,0.0
