final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
3524156.0104415636,2.5241560104415637,0.9290152979927107,-0.23960678239826902,1.722017858842625,3.8772,1.6069,0.6108597285067874,1.1395,1.7887,4,7.7,221,4.251131,-1.726975,-0.4612
