final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1966160.6155677265,0.9661606155677265,0.10961457510045847,-0.22164451185661285,0.7506203192627566,0.4946,0.6639,0.5641025641025641,1.315,1.7018,5,3.8,156,16.752364,-15.786203,-1.0374
