final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2173166.4620733177,1.1731664620733175,0.4990723799325847,-0.17516020790663947,1.778859482831906,2.8492,1.328,0.6385542168674698,2.0575,3.6348,3,7.7,83,3.485542,-2.312376,-0.9395
