final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
904503.81,-0.095496,-0.038338,-0.096517,-1.5637,-0.3972,-0.3522,14,0.1429,0.1244
