final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
921451.95,-0.078548,-0.04153,-0.080491,-1.0998,-0.516,-0.1723,10,0.2,0.1123
