timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2024-08-26,IONQ.US,buy,7.584,82410.44,signal,0.0,0,0.0
2024-08-27,IONQ.US,sell,7.2664,82410.44,signal,-26175.6419,0,-4.19
2024-09-06,APLD.US,buy,4.6073,52841.35,signal,0.0,0,0.0
2024-09-06,APLD.US,sell,4.6141,52841.35,signal,358.7424,0,0.15
2024-09-12,MU.US,buy,86.6763,9350.1,signal,0.0,0,0.0
2024-09-13,MU.US,sell,91.2643,9350.1,signal,42898.4722,1,5.29
2024-09-16,MU.US,buy,87.2936,4843.46,signal,0.0,0,0.0
2024-09-17,MU.US,sell,88.2559,4843.46,signal,4660.5131,1,1.1
2024-09-18,MU.US,buy,88.1641,3510.14,signal,0.0,0,0.0
2024-09-19,MU.US,sell,89.2953,3510.14,signal,3970.8936,1,1.28
2024-09-20,MU.US,buy,89.5448,5727.37,signal,0.0,0,0.0
2024-09-23,MU.US,sell,93.4932,5727.37,signal,22613.8428,3,4.41
2024-09-20,IONQ.US,buy,7.994,64155.22,signal,0.0,0,0.0
2024-09-25,IONQ.US,sell,7.946,64155.22,signal,-3077.5234,5,-0.6
2024-09-25,MU.US,buy,95.1676,6864.53,signal,0.0,0,0.0
2024-09-26,MU.US,sell,108.8056,6864.53,signal,93618.5141,1,14.33
2024-09-26,IONQ.US,buy,7.8189,50130.88,signal,0.0,0,0.0
2024-09-27,IONQ.US,sell,9.6202,50130.88,signal,90299.7487,0,23.04
2024-10-02,IONQ.US,buy,8.7344,59296.73,signal,0.0,0,0.0
2024-10-03,IONQ.US,sell,9.1104,59296.73,signal,22300.1796,0,4.31
2024-10-08,IONQ.US,buy,9.3997,35323.14,signal,0.0,0,0.0
2024-10-09,IONQ.US,sell,9.5852,35323.14,signal,6552.6966,0,1.97
2024-10-09,IONQ.US,buy,9.375,76015.84,signal,0.0,0,0.0
2024-10-10,IONQ.US,sell,9.3903,76015.84,signal,1164.3737,0,0.16
2024-10-21,MU.US,buy,109.8249,704.47,signal,0.0,0,0.0
2024-10-21,MU.US,sell,108.4058,704.47,signal,-999.7222,0,-1.29
2024-10-18,APLD.US,buy,7.8989,49984.38,signal,0.0,0,0.0
2024-10-21,APLD.US,sell,8.5757,49984.38,signal,33827.5511,3,8.57
2024-10-16,SPY.US,buy,581.1104,1354.29,signal,0.0,0,0.0
2024-10-23,SPY.US,sell,576.6816,1354.29,signal,-5997.8926,7,-0.76
2024-10-24,IONQ.US,buy,15.6328,36508.22,signal,0.0,0,0.0
2024-10-25,IONQ.US,sell,16.012,36508.22,signal,13843.1123,1,2.43
2024-10-28,IONQ.US,buy,17.6316,36408.08,signal,0.0,0,0.0
2024-10-31,IONQ.US,sell,15.5022,36408.08,signal,-77526.164,3,-12.08
2024-11-19,IONQ.US,buy,27.5037,11110.59,signal,0.0,0,0.0
2024-11-21,IONQ.US,sell,28.6657,11110.59,signal,12909.5671,1,4.22
2024-11-27,IONQ.US,buy,29.0795,8495.61,signal,0.0,0,0.0
2024-11-29,IONQ.US,sell,35.997,8495.61,signal,58768.0326,2,23.79
2024-12-04,MU.US,buy,101.1305,2954.64,signal,0.0,0,0.0
2024-12-04,MU.US,sell,101.919,2954.64,signal,2329.658,0,0.78
2024-12-05,MU.US,buy,101.0105,3050.61,signal,0.0,0,0.0
2024-12-09,MU.US,sell,102.8286,3050.61,signal,5546.2474,3,1.8
2024-12-10,MU.US,buy,99.8999,3140.04,signal,0.0,0,0.0
2024-12-10,MU.US,sell,98.6806,3140.04,signal,-3828.604,0,-1.22
2024-11-27,SPY.US,buy,599.6697,1647.9,signal,0.0,0,0.0
2024-12-11,SPY.US,sell,606.2567,1647.9,signal,10854.779,14,1.1
2024-12-19,IONQ.US,buy,37.1536,8807.44,signal,0.0,0,0.0
2024-12-23,IONQ.US,sell,41.5504,8807.44,signal,38724.9917,3,11.83
2024-12-30,IONQ.US,buy,44.5723,10116.84,signal,0.0,0,0.0
2025-01-03,IONQ.US,sell,46.7565,10116.84,signal,22097.5602,4,4.9
2025-01-17,MU.US,buy,104.631,7594.46,signal,0.0,0,0.0
2025-01-17,MU.US,sell,105.1924,7594.46,signal,4263.4819,0,0.54
2025-01-22,MU.US,buy,109.0443,7875.23,signal,0.0,0,0.0
