final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2308476.2799489563,1.3084762799489562,0.5470524461985722,-0.0897786969938585,2.2653503508212056,6.0933,1.8286,0.68,1.9874,4.2231,3,11.2,75,2.930867,-1.622391,-0.8411
