final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
829418.41,-0.170582,-0.092425,-0.239789,-0.4485,-0.3854,-0.1,6,0.0,0.0
