final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2305064.079643825,1.305064079643825,0.545859302486791,-0.13240206158555437,2.128009651762961,4.1227,2.0161,0.6230769230769231,1.6193,2.6768,4,12.9,130,4.251131,-2.946067,-1.1095
