timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-19,AVGO.US,call,188.0,2024-09-26,buy,0.5516,395,0.0,2024-09-19
2024-09-25,AVGO.US,call,188.0,2024-09-26,close,0.0164,395,-21140.7645,2024-09-19
2024-12-10,AVGO.US,call,192.0,2024-12-17,buy,0.0487,245,0.0,2024-12-10
2024-12-17,AVGO.US,call,192.0,2024-12-17,exercise,48.23,245,1180441.4199,2024-12-10
2025-05-30,AVGO.US,call,271.0,2025-06-06,buy,0.0532,364,0.0,2025-05-30
2025-06-06,AVGO.US,call,271.0,2025-06-06,expire,0.0,364,-1938.2719,2025-05-30
2025-08-15,AVGO.US,call,343.0,2025-08-22,buy,0.0052,154,0.0,2025-08-15
2025-08-18,AVGO.US,call,343.0,2025-08-22,close,0.0001,154,-79.4829,2025-08-15
