final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,trade_count,win_rate,profit_loss_ratio
999205.57,-0.000794,-0.000506,-0.095422,0.0408,-0.0053,0.0224,14,0.4286,1.3208
