timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-11-15,GME.US,call,29.0,2024-11-25,buy,0.1943,1279,0.0,2024-11-15
2024-11-19,GME.US,call,29.0,2024-11-25,close,0.2412,1279,5992.9053,2024-11-15
2024-11-20,GME.US,call,31.0,2024-11-30,buy,0.2123,1033,0.0,2024-11-20
2024-11-21,GME.US,call,31.0,2024-11-30,close,0.1078,1033,-10794.0437,2024-11-20
2025-05-21,GME.US,call,31.0,2025-05-31,buy,0.0568,1246,0.0,2025-05-21
2025-05-28,GME.US,call,31.0,2025-05-31,close,0.7679,1246,88609.2203,2025-05-21
2025-05-29,GME.US,call,33.0,2025-06-08,buy,0.2182,422,0.0,2025-05-29
2025-05-30,GME.US,call,33.0,2025-06-08,close,0.2135,422,-197.5569,2025-05-29
2025-09-03,GME.US,call,25.0,2025-09-13,buy,0.0049,682,0.0,2025-09-03
2025-09-12,GME.US,call,25.0,2025-09-13,close,0.1094,682,7126.8558,2025-09-03
